time,vehicle_id,event
2015-02-03 22:13:00+00,V20712,dropoff
2015-02-03 22:13:00+00,V19977,pickup
2015-02-03 22:13:00+00,V14943,pickup
2015-02-03 22:13:00+00,V21506,pickup
2015-02-03 22:14:00+00,V18428,dropoff
2015-02-03 22:14:00+00,V20366,dropoff
2015-02-03 22:14:00+00,V19028,dropoff
2015-02-03 22:14:00+00,V20616,pickup
2015-02-03 22:14:00+00,V18825,pickup
2015-02-03 22:14:00+00,V20160,pickup
2015-02-03 22:15:00+00,V18972,dropoff
2015-02-03 22:15:00+00,V16502,dropoff
2015-02-03 22:15:00+00,V19082,pickup
2015-02-03 22:15:00+00,V16106,pickup
2015-02-03 22:16:00+00,V18673,dropoff
2015-02-03 22:16:00+00,V20695,dropoff
2015-02-03 22:16:00+00,V15195,dropoff
2015-02-03 22:16:00+00,V21309,pickup
2015-02-03 22:16:00+00,V21067,pickup
2015-02-03 22:17:00+00,V16319,dropoff
2015-02-03 22:17:00+00,V15827,dropoff
2015-02-03 22:17:00+00,V16337,pickup
2015-02-03 22:17:00+00,V17729,pickup
2015-02-03 22:18:00+00,V16478,dropoff
2015-02-03 22:18:00+00,V21191,dropoff
2015-02-03 22:18:00+00,V21506,dropoff
2015-02-03 22:18:00+00,V21079,pickup
2015-02-03 22:18:00+00,V15505,pickup
2015-02-03 22:18:00+00,V18727,pickup
2015-02-03 22:18:00+00,V15781,pickup
2015-02-03 22:19:00+00,V19874,dropoff
2015-02-03 22:19:00+00,V19442,dropoff
2015-02-03 22:19:00+00,V20160,dropoff
2015-02-03 22:19:00+00,V18816,pickup
2015-02-03 22:19:00+00,V15391,pickup
2015-02-03 22:20:00+00,V16033,dropoff
2015-02-03 22:20:00+00,V15904,dropoff
2015-02-03 22:20:00+00,V21067,dropoff
2015-02-03 22:20:00+00,V16485,pickup
2015-02-03 22:20:00+00,V19938,pickup
2015-02-03 22:20:00+00,V21191,pickup
2015-02-03 22:20:00+00,V18876,pickup
2015-02-03 22:20:00+00,V19721,pickup
2015-02-03 22:21:00+00,V15045,dropoff
2015-02-03 22:21:00+00,V18727,dropoff
2015-02-03 22:21:00+00,V15781,dropoff
2015-02-03 22:21:00+00,V21190,pickup
2015-02-03 22:21:00+00,V17809,pickup
2015-02-03 22:21:00+00,V17790,pickup
2015-02-03 22:22:00+00,V18825,dropoff
2015-02-03 22:22:00+00,V18712,pickup
2015-02-03 22:23:00+00,V16106,dropoff
2015-02-03 22:23:00+00,V21079,dropoff
2015-02-03 22:23:00+00,V15505,dropoff
2015-02-03 22:23:00+00,V16998,pickup
2015-02-03 22:23:00+00,V21414,pickup
2015-02-03 22:24:00+00,V21390,dropoff
2015-02-03 22:24:00+00,V16915,pickup
2015-02-03 22:24:00+00,V20723,pickup
2015-02-03 22:24:00+00,V17710,pickup
2015-02-03 22:25:00+00,V21180,dropoff
2015-02-03 22:25:00+00,V19082,dropoff
2015-02-03 22:25:00+00,V21309,dropoff
2015-02-03 22:25:00+00,V17710,dropoff
2015-02-03 22:25:00+00,V18205,pickup
2015-02-03 22:26:00+00,V19361,dropoff
2015-02-03 22:26:00+00,V18968,dropoff
2015-02-03 22:26:00+00,V18876,dropoff
2015-02-03 22:26:00+00,V19721,dropoff
2015-02-03 22:26:00+00,V17790,dropoff
2015-02-03 22:26:00+00,V16525,pickup
2015-02-03 22:26:00+00,V19526,pickup
2015-02-03 22:26:00+00,V21075,pickup
2015-02-03 22:27:00+00,V18712,dropoff
2015-02-03 22:27:00+00,V21414,dropoff
2015-02-03 22:27:00+00,V21115,pickup
2015-02-03 22:27:00+00,V14986,pickup
2015-02-03 22:27:00+00,V21572,pickup
2015-02-03 22:28:00+00,V17621,dropoff
2015-02-03 22:28:00+00,V15391,dropoff
2015-02-03 22:28:00+00,V17809,dropoff
2015-02-03 22:28:00+00,V17201,pickup
2015-02-03 22:29:00+00,V20616,dropoff
2015-02-03 22:29:00+00,V14881,pickup
2015-02-03 22:29:00+00,V16123,pickup
2015-02-03 22:30:00+00,V16390,dropoff
2015-02-03 22:30:00+00,V20188,pickup
2015-02-03 22:30:00+00,V19083,pickup
2015-02-03 22:31:00+00,V19487,dropoff
2015-02-03 22:31:00+00,V21191,dropoff
2015-02-03 22:31:00+00,V20342,pickup
2015-02-03 22:31:00+00,V15696,pickup
2015-02-03 22:31:00+00,V17695,pickup
2015-02-03 22:31:00+00,V18615,pickup
2015-02-03 22:31:00+00,V16985,pickup
2015-02-03 22:32:00+00,V19938,dropoff
2015-02-03 22:32:00+00,V18205,dropoff
2015-02-03 22:32:00+00,V20994,pickup
2015-02-03 22:32:00+00,V20333,pickup
2015-02-03 22:32:00+00,V18362,pickup
2015-02-03 22:32:00+00,V20556,pickup
2015-02-03 22:33:00+00,V16985,dropoff
2015-02-03 22:34:00+00,V14797,pickup
2015-02-03 22:34:00+00,V20563,pickup
2015-02-03 22:35:00+00,V17729,dropoff
2015-02-03 22:35:00+00,V19526,dropoff
2015-02-03 22:35:00+00,V21075,dropoff
2015-02-03 22:36:00+00,V16485,dropoff
2015-02-03 22:36:00+00,V16458,pickup
2015-02-03 22:36:00+00,V16798,pickup
2015-02-03 22:36:00+00,V20542,pickup
2015-02-03 22:36:00+00,V19700,pickup
2015-02-03 22:37:00+00,V16998,dropoff
2015-02-03 22:38:00+00,V16337,dropoff
2015-02-03 22:38:00+00,V21190,dropoff
2015-02-03 22:38:00+00,V19083,dropoff
2015-02-03 22:38:00+00,V18615,dropoff
2015-02-03 22:38:00+00,V20563,dropoff
2015-02-03 22:38:00+00,V16319,pickup
2015-02-03 22:38:00+00,V19545,pickup
2015-02-03 22:38:00+00,V20961,pickup
2015-02-03 22:39:00+00,V21572,dropoff
2015-02-03 22:39:00+00,V17201,dropoff
2015-02-03 22:39:00+00,V20188,dropoff
2015-02-03 22:39:00+00,V20556,dropoff
2015-02-03 22:39:00+00,V14797,dropoff
2015-02-03 22:39:00+00,V18704,pickup
2015-02-03 22:39:00+00,V21109,pickup
2015-02-03 22:40:00+00,V19977,dropoff
2015-02-03 22:40:00+00,V14943,dropoff
2015-02-03 22:40:00+00,V17695,dropoff
2015-02-03 22:40:00+00,V19700,dropoff
2015-02-03 22:40:00+00,V19062,pickup
2015-02-03 22:40:00+00,V17274,pickup
2015-02-03 22:41:00+00,V18362,dropoff
2015-02-03 22:41:00+00,V20961,dropoff
2015-02-03 22:41:00+00,V16565,pickup
2015-02-03 22:41:00+00,V19188,pickup
2015-02-03 22:42:00+00,V14986,dropoff
2015-02-03 22:42:00+00,V19545,dropoff
2015-02-03 22:42:00+00,V21264,pickup
2015-02-03 22:42:00+00,V19977,pickup
2015-02-03 22:42:00+00,V19409,pickup
2015-02-03 22:43:00+00,V18816,dropoff
2015-02-03 22:44:00+00,V20723,dropoff
2015-02-03 22:44:00+00,V21115,dropoff
2015-02-03 22:44:00+00,V18156,pickup
2015-02-03 22:45:00+00,V19335,pickup
2015-02-03 22:45:00+00,V19760,pickup
2015-02-03 22:46:00+00,V16123,dropoff
2015-02-03 22:46:00+00,V20333,dropoff
2015-02-03 22:46:00+00,V16319,dropoff
2015-02-03 22:46:00+00,V15100,pickup
2015-02-03 22:46:00+00,V21309,pickup
2015-02-03 22:47:00+00,V19409,dropoff
2015-02-03 22:48:00+00,V16915,dropoff
2015-02-03 22:48:00+00,V20542,dropoff
2015-02-03 22:48:00+00,V21109,dropoff
2015-02-03 22:48:00+00,V19188,dropoff
2015-02-03 22:48:00+00,V19780,pickup
2015-02-03 22:48:00+00,V18228,pickup
2015-02-03 22:48:00+00,V20260,pickup
2015-02-03 22:49:00+00,V15696,dropoff
2015-02-03 22:49:00+00,V18156,dropoff
2015-02-03 22:49:00+00,V21600,pickup
2015-02-03 22:49:00+00,V18620,pickup
2015-02-03 22:50:00+00,V16572,pickup
2015-02-03 22:51:00+00,V21264,dropoff
2015-02-03 22:51:00+00,V19977,dropoff
2015-02-03 22:51:00+00,V15420,pickup
2015-02-03 22:51:00+00,V17704,pickup
2015-02-03 22:52:00+00,V16525,dropoff
2015-02-03 22:52:00+00,V20994,dropoff
2015-02-03 22:52:00+00,V16798,dropoff
2015-02-03 22:52:00+00,V17274,dropoff
2015-02-03 22:52:00+00,V19137,pickup
2015-02-03 22:53:00+00,V19760,dropoff
2015-02-03 22:53:00+00,V21309,dropoff
2015-02-03 22:53:00+00,V15629,pickup
2015-02-03 22:53:00+00,V16900,pickup
2015-02-03 22:54:00+00,V19335,dropoff
2015-02-03 22:54:00+00,V19289,pickup
2015-02-03 22:54:00+00,V18749,pickup
2015-02-03 22:54:00+00,V18270,pickup
2015-02-03 22:55:00+00,V14881,dropoff
2015-02-03 22:55:00+00,V20342,dropoff
2015-02-03 22:55:00+00,V20260,dropoff
2015-02-03 22:55:00+00,V18347,pickup
2015-02-03 22:55:00+00,V19323,pickup
2015-02-03 22:56:00+00,V17704,dropoff
2015-02-03 22:56:00+00,V16906,pickup
2015-02-03 22:56:00+00,V17196,pickup
2015-02-03 22:57:00+00,V19062,dropoff
2015-02-03 22:57:00+00,V18620,dropoff
2015-02-03 22:58:00+00,V15420,dropoff
2015-02-03 22:58:00+00,V17275,pickup
2015-02-03 22:58:00+00,V15003,pickup
2015-02-03 22:58:00+00,V17690,pickup
2015-02-03 22:59:00+00,V21600,dropoff
2015-02-03 22:59:00+00,V14558,pickup
2015-02-03 22:59:00+00,V20110,pickup
2015-02-03 23:00:00+00,V15629,dropoff
2015-02-03 23:00:00+00,V16900,dropoff
2015-02-03 23:00:00+00,V19147,pickup
2015-02-03 23:00:00+00,V16538,pickup
2015-02-03 23:00:00+00,V16319,pickup
2015-02-03 23:00:00+00,V15914,pickup
2015-02-03 23:01:00+00,V18270,dropoff
2015-02-03 23:01:00+00,V19323,dropoff
2015-02-03 23:01:00+00,V15887,pickup
2015-02-03 23:01:00+00,V16433,pickup
2015-02-03 23:02:00+00,V16458,dropoff
2015-02-03 23:03:00+00,V18347,dropoff
2015-02-03 23:03:00+00,V17196,dropoff
2015-02-03 23:03:00+00,V15914,dropoff
2015-02-03 23:03:00+00,V14909,pickup
2015-02-03 23:03:00+00,V19422,pickup
2015-02-03 23:04:00+00,V18200,pickup
2015-02-03 23:05:00+00,V20110,dropoff
2015-02-03 23:05:00+00,V14944,pickup
2015-02-03 23:06:00+00,V20322,dropoff
2015-02-03 23:06:00+00,V15100,dropoff
2015-02-03 23:06:00+00,V16906,dropoff
2015-02-03 23:07:00+00,V18704,dropoff
2015-02-03 23:07:00+00,V16572,dropoff
2015-02-03 23:07:00+00,V15887,dropoff
2015-02-03 23:07:00+00,V16433,dropoff
2015-02-03 23:07:00+00,V16539,pickup
2015-02-03 23:08:00+00,V14558,dropoff
2015-02-03 23:08:00+00,V21233,pickup
2015-02-03 23:10:00+00,V19732,dropoff
2015-02-03 23:10:00+00,V17690,dropoff
2015-02-03 23:10:00+00,V16319,dropoff
2015-02-03 23:10:00+00,V16539,dropoff
2015-02-03 23:10:00+00,V18646,pickup
2015-02-03 23:10:00+00,V18849,pickup
2015-02-03 23:11:00+00,V16565,dropoff
2015-02-03 23:11:00+00,V18228,dropoff
2015-02-03 23:11:00+00,V14909,dropoff
2015-02-03 23:11:00+00,V19422,dropoff
2015-02-03 23:11:00+00,V21059,pickup
2015-02-03 23:12:00+00,V19780,dropoff
2015-02-03 23:12:00+00,V15003,dropoff
2015-02-03 23:12:00+00,V18425,pickup
2015-02-03 23:13:00+00,V18749,dropoff
2015-02-03 23:13:00+00,V19878,pickup
2015-02-03 23:13:00+00,V19719,pickup
2015-02-03 23:13:00+00,V19961,pickup
2015-02-03 23:14:00+00,V17275,dropoff
2015-02-03 23:14:00+00,V16538,dropoff
2015-02-03 23:14:00+00,V14663,pickup
2015-02-03 23:14:00+00,V16032,pickup
2015-02-03 23:14:00+00,V21390,pickup
2015-02-03 23:14:00+00,V19910,pickup
2015-02-03 23:15:00+00,V19137,dropoff
2015-02-03 23:15:00+00,V21233,dropoff
2015-02-03 23:16:00+00,V19289,dropoff
2015-02-03 23:16:00+00,V19409,pickup
2015-02-03 23:17:00+00,V21059,dropoff
2015-02-03 23:17:00+00,V17776,pickup
2015-02-03 23:17:00+00,V17782,pickup
2015-02-03 23:18:00+00,V17920,pickup
2015-02-03 23:19:00+00,V21390,dropoff
2015-02-03 23:19:00+00,V19910,dropoff
2015-02-03 23:19:00+00,V19528,pickup
2015-02-03 23:19:00+00,V16059,pickup
2015-02-03 23:19:00+00,V20707,pickup
2015-02-03 23:19:00+00,V14929,pickup
2015-02-03 23:19:00+00,V16906,pickup
2015-02-03 23:20:00+00,V18200,dropoff
2015-02-03 23:21:00+00,V18849,dropoff
2015-02-03 23:21:00+00,V19083,pickup
2015-02-03 23:21:00+00,V21592,pickup
2015-02-03 23:22:00+00,V16032,dropoff
2015-02-03 23:22:00+00,V18275,pickup
2015-02-03 23:23:00+00,V19961,dropoff
2015-02-03 23:24:00+00,V18646,dropoff
2015-02-03 23:24:00+00,V18425,dropoff
2015-02-03 23:24:00+00,V19409,dropoff
2015-02-03 23:24:00+00,V17782,dropoff
2015-02-03 23:24:00+00,V16280,pickup
2015-02-03 23:24:00+00,V14538,pickup
2015-02-03 23:24:00+00,V18273,pickup
2015-02-03 23:25:00+00,V19147,dropoff
2015-02-03 23:25:00+00,V14944,dropoff
2015-02-03 23:25:00+00,V16906,dropoff
2015-02-03 23:25:00+00,V18911,pickup
2015-02-03 23:25:00+00,V17249,pickup
2015-02-03 23:26:00+00,V17920,dropoff
2015-02-03 23:26:00+00,V18275,dropoff
2015-02-03 23:27:00+00,V14929,dropoff
2015-02-03 23:27:00+00,V21592,dropoff
2015-02-03 23:27:00+00,V17249,dropoff
2015-02-03 23:27:00+00,V17823,pickup
2015-02-03 23:27:00+00,V17236,pickup
2015-02-03 23:28:00+00,V16059,dropoff
2015-02-03 23:28:00+00,V20707,dropoff
2015-02-03 23:28:00+00,V19083,dropoff
2015-02-03 23:28:00+00,V17207,pickup
2015-02-03 23:28:00+00,V19403,pickup
2015-02-03 23:28:00+00,V16541,pickup
2015-02-03 23:29:00+00,V18911,dropoff
2015-02-03 23:29:00+00,V18523,pickup
2015-02-03 23:29:00+00,V15745,pickup
2015-02-03 23:30:00+00,V18273,dropoff
2015-02-03 23:30:00+00,V16221,pickup
2015-02-03 23:30:00+00,V20280,pickup
2015-02-03 23:31:00+00,V19719,dropoff
2015-02-03 23:31:00+00,V20134,pickup
2015-02-03 23:31:00+00,V17356,pickup
2015-02-03 23:31:00+00,V19903,pickup
2015-02-03 23:32:00+00,V17366,pickup
2015-02-03 23:32:00+00,V17974,pickup
2015-02-03 23:33:00+00,V17418,pickup
2015-02-03 23:33:00+00,V16067,pickup
2015-02-03 23:34:00+00,V17236,dropoff
2015-02-03 23:34:00+00,V16541,dropoff
2015-02-03 23:34:00+00,V15745,dropoff
2015-02-03 23:34:00+00,V19903,dropoff
2015-02-03 23:35:00+00,V14663,dropoff
2015-02-03 23:35:00+00,V16280,dropoff
2015-02-03 23:35:00+00,V14538,dropoff
2015-02-03 23:36:00+00,V19878,dropoff
2015-02-03 23:36:00+00,V17823,dropoff
2015-02-03 23:36:00+00,V19403,dropoff
2015-02-03 23:36:00+00,V17504,pickup
2015-02-03 23:37:00+00,V17356,dropoff
2015-02-03 23:37:00+00,V17280,pickup
2015-02-03 23:38:00+00,V16067,dropoff
2015-02-03 23:38:00+00,V15323,pickup
2015-02-03 23:39:00+00,V17418,dropoff
2015-02-03 23:39:00+00,V18620,pickup
2015-02-03 23:40:00+00,V17207,dropoff
2015-02-03 23:40:00+00,V20134,dropoff
2015-02-03 23:40:00+00,V19361,pickup
2015-02-03 23:41:00+00,V17504,dropoff
2015-02-03 23:41:00+00,V17862,pickup
2015-02-03 23:42:00+00,V19528,dropoff
2015-02-03 23:43:00+00,V20280,dropoff
2015-02-03 23:43:00+00,V15323,dropoff
2015-02-03 23:43:00+00,V18620,dropoff
2015-02-03 23:44:00+00,V17366,dropoff
2015-02-03 23:44:00+00,V17974,dropoff
2015-02-03 23:44:00+00,V19496,pickup
2015-02-03 23:44:00+00,V20782,pickup
2015-02-03 23:46:00+00,V18523,dropoff
2015-02-03 23:46:00+00,V16221,dropoff
2015-02-03 23:46:00+00,V14700,pickup
2015-02-03 23:46:00+00,V17281,pickup
2015-02-03 23:48:00+00,V17776,dropoff
2015-02-03 23:48:00+00,V19361,dropoff
2015-02-03 23:48:00+00,V17982,pickup
2015-02-03 23:49:00+00,V17965,pickup
2015-02-03 23:49:00+00,V21418,pickup
2015-02-03 23:50:00+00,V17862,dropoff
2015-02-03 23:50:00+00,V15181,pickup
2015-02-03 23:50:00+00,V16032,pickup
2015-02-03 23:51:00+00,V17447,pickup
2015-02-03 23:53:00+00,V17280,dropoff
2015-02-03 23:53:00+00,V20782,dropoff
2015-02-03 23:53:00+00,V17281,dropoff
2015-02-03 23:53:00+00,V18603,pickup
2015-02-03 23:54:00+00,V17617,pickup
2015-02-03 23:55:00+00,V14700,dropoff
2015-02-03 23:56:00+00,V18603,dropoff
2015-02-03 23:56:00+00,V20543,pickup
2015-02-03 23:56:00+00,V15018,pickup
2015-02-03 23:57:00+00,V17982,dropoff
2015-02-03 23:57:00+00,V21418,dropoff
2015-02-03 23:57:00+00,V17447,dropoff
2015-02-03 23:58:00+00,V15181,dropoff
2015-02-03 23:58:00+00,V16032,dropoff
2015-02-03 23:58:00+00,V19528,pickup
2015-02-03 23:59:00+00,V17965,dropoff
2015-02-03 23:59:00+00,V15018,dropoff
2015-02-03 23:59:00+00,V21030,pickup
2015-02-04 00:00:00+00,V15253,pickup
2015-02-04 00:01:00+00,V16280,pickup
2015-02-04 00:01:00+00,V16390,pickup
2015-02-04 00:02:00+00,V15253,dropoff
2015-02-04 00:02:00+00,V14869,pickup
2015-02-04 00:02:00+00,V20110,pickup
2015-02-04 00:03:00+00,V20543,dropoff
2015-02-04 00:03:00+00,V20939,pickup
2015-02-04 00:05:00+00,V15016,pickup
2015-02-04 00:05:00+00,V16033,pickup
2015-02-04 00:06:00+00,V17617,dropoff
2015-02-04 00:07:00+00,V16390,dropoff
2015-02-04 00:07:00+00,V20110,dropoff
2015-02-04 00:08:00+00,V21030,dropoff
2015-02-04 00:08:00+00,V20939,dropoff
2015-02-04 00:08:00+00,V18259,pickup
2015-02-04 00:09:00+00,V18603,pickup
2015-02-04 00:09:00+00,V17532,pickup
2015-02-04 00:10:00+00,V17965,pickup
2015-02-04 00:11:00+00,V19147,pickup
2015-02-04 00:12:00+00,V19496,dropoff
2015-02-04 00:12:00+00,V19528,dropoff
2015-02-04 00:12:00+00,V18876,pickup
2015-02-04 00:13:00+00,V15195,pickup
2015-02-04 00:14:00+00,V21664,pickup
2015-02-04 00:15:00+00,V16033,dropoff
2015-02-04 00:16:00+00,V17965,dropoff
2015-02-04 00:16:00+00,V15696,pickup
2015-02-04 00:17:00+00,V14869,dropoff
2015-02-04 00:17:00+00,V21664,dropoff
2015-02-04 00:17:00+00,V15003,pickup
2015-02-04 00:19:00+00,V17532,dropoff
2015-02-04 00:20:00+00,V18603,dropoff
2015-02-04 00:20:00+00,V18876,dropoff
2015-02-04 00:20:00+00,V16731,pickup
2015-02-04 00:21:00+00,V15696,dropoff
2015-02-04 00:22:00+00,V18259,dropoff
2015-02-04 00:22:00+00,V21664,pickup
2015-02-04 00:24:00+00,V16280,dropoff
2015-02-04 00:24:00+00,V18273,pickup
2015-02-04 00:25:00+00,V21664,dropoff
2015-02-04 00:26:00+00,V19147,dropoff
2015-02-04 00:27:00+00,V15016,dropoff
2015-02-04 00:29:00+00,V15003,dropoff
2015-02-04 00:30:00+00,V18386,pickup
2015-02-04 00:31:00+00,V18761,pickup
2015-02-04 00:32:00+00,V21244,pickup
2015-02-04 00:34:00+00,V18273,dropoff
2015-02-04 00:36:00+00,V15098,pickup
2015-02-04 00:37:00+00,V16731,dropoff
2015-02-04 00:38:00+00,V18386,dropoff
2015-02-04 00:40:00+00,V18761,dropoff
2015-02-04 00:42:00+00,V15098,dropoff
2015-02-04 00:42:00+00,V18379,pickup
2015-02-04 00:43:00+00,V16172,pickup
2015-02-04 00:43:00+00,V15817,pickup
2015-02-04 00:44:00+00,V15817,dropoff
2015-02-04 00:45:00+00,V18288,pickup
2015-02-04 00:46:00+00,V21244,dropoff
2015-02-04 00:47:00+00,V18379,dropoff
2015-02-04 00:47:00+00,V15149,pickup
2015-02-04 00:48:00+00,V15082,pickup
2015-02-04 00:49:00+00,V16172,dropoff
2015-02-04 00:51:00+00,V18288,dropoff
2015-02-04 00:51:00+00,V16536,pickup
2015-02-04 00:54:00+00,V16032,pickup
2015-02-04 00:55:00+00,V16536,dropoff
2015-02-04 00:56:00+00,V15082,dropoff
2015-02-04 00:57:00+00,V18275,pickup
2015-02-04 00:57:00+00,V21390,pickup
2015-02-04 01:00:00+00,V15313,pickup
2015-02-04 01:01:00+00,V19376,pickup
2015-02-04 01:03:00+00,V16032,dropoff
2015-02-04 01:04:00+00,V20739,pickup
2015-02-04 01:06:00+00,V18275,dropoff
2015-02-04 01:06:00+00,V21390,dropoff
2015-02-04 01:07:00+00,V21067,pickup
2015-02-04 01:08:00+00,V15313,dropoff
2015-02-04 01:10:00+00,V15149,dropoff
2015-02-04 01:11:00+00,V20336,dropoff
2015-02-04 01:12:00+00,V20739,dropoff
2015-02-04 01:12:00+00,V21067,dropoff
2015-02-04 01:13:00+00,V17695,pickup
2015-02-04 01:13:00+00,V20912,pickup
2015-02-04 01:16:00+00,V16997,pickup
2015-02-04 01:17:00+00,V21183,pickup
2015-02-04 01:18:00+00,V16997,dropoff
2015-02-04 01:18:00+00,V18964,pickup
2015-02-04 01:20:00+00,V16539,pickup
2015-02-04 01:21:00+00,V20912,dropoff
2015-02-04 01:21:00+00,V15426,pickup
2015-02-04 01:21:00+00,V16280,pickup
2015-02-04 01:23:00+00,V17695,dropoff
2015-02-04 01:23:00+00,V16280,dropoff
2015-02-04 01:23:00+00,V18791,pickup
2015-02-04 01:24:00+00,V15740,pickup
2015-02-04 01:25:00+00,V18964,dropoff
2015-02-04 01:28:00+00,V21183,dropoff
2015-02-04 01:29:00+00,V15777,pickup
2015-02-04 01:29:00+00,V20912,pickup
2015-02-04 01:30:00+00,V15426,dropoff
2015-02-04 01:31:00+00,V15740,dropoff
2015-02-04 01:32:00+00,V20512,pickup
2015-02-04 01:34:00+00,V19376,dropoff
2015-02-04 01:34:00+00,V18791,dropoff
2015-02-04 01:34:00+00,V20912,dropoff
2015-02-04 01:34:00+00,V15082,pickup
2015-02-04 01:35:00+00,V15797,dropoff
2015-02-04 01:36:00+00,V20512,dropoff
2015-02-04 01:36:00+00,V19665,pickup
2015-02-04 01:37:00+00,V15777,dropoff
2015-02-04 01:43:00+00,V16539,dropoff
2015-02-04 01:43:00+00,V15082,dropoff
2015-02-04 01:43:00+00,V19665,dropoff
2015-02-04 01:43:00+00,V16539,pickup
2015-02-04 02:00:00+00,V20556,pickup
2015-02-04 02:05:00+00,V18779,pickup
2015-02-04 02:08:00+00,V20556,dropoff
2015-02-04 02:12:00+00,V16539,dropoff
2015-02-04 02:14:00+00,V18713,pickup
2015-02-04 02:16:00+00,V15670,pickup
2015-02-04 02:17:00+00,V19903,pickup
2015-02-04 02:17:00+00,V16259,pickup
2015-02-04 02:18:00+00,V18779,dropoff
2015-02-04 02:23:00+00,V16259,dropoff
2015-02-04 02:25:00+00,V15670,dropoff
2015-02-04 02:25:00+00,V19903,dropoff
2015-02-04 02:25:00+00,V18288,pickup
2015-02-04 02:27:00+00,V17402,pickup
2015-02-04 02:27:00+00,V20001,pickup
2015-02-04 02:27:00+00,V17998,pickup
2015-02-04 02:30:00+00,V17998,dropoff
2015-02-04 02:31:00+00,V18288,dropoff
2015-02-04 02:32:00+00,V20001,dropoff
2015-02-04 02:32:00+00,V16259,pickup
2015-02-04 02:39:00+00,V17402,dropoff
2015-02-04 02:39:00+00,V16259,dropoff
2015-02-04 02:51:00+00,V21511,pickup
2015-02-04 02:59:00+00,V15946,pickup
2015-02-04 03:04:00+00,V19727,pickup
2015-02-04 03:07:00+00,V21511,dropoff
2015-02-04 03:07:00+00,V16786,pickup
2015-02-04 03:09:00+00,V19361,pickup
2015-02-04 03:11:00+00,V15946,dropoff
2015-02-04 03:12:00+00,V16786,dropoff
2015-02-04 03:14:00+00,V19016,pickup
2015-02-04 03:16:00+00,V19727,dropoff
2015-02-04 03:17:00+00,V19361,dropoff
2015-02-04 03:18:00+00,V20059,pickup
2015-02-04 03:19:00+00,V15066,pickup
2015-02-04 03:21:00+00,V20059,dropoff
2015-02-04 03:21:00+00,V17787,pickup
2015-02-04 03:22:00+00,V19016,dropoff
2015-02-04 03:23:00+00,V16390,pickup
2015-02-04 03:26:00+00,V19896,pickup
2015-02-04 03:28:00+00,V16390,dropoff
2015-02-04 03:31:00+00,V17787,dropoff
2015-02-04 03:35:00+00,V15066,dropoff
2015-02-04 03:35:00+00,V18043,pickup
2015-02-04 03:40:00+00,V19896,dropoff
2015-02-04 03:50:00+00,V20164,pickup
2015-02-04 03:52:00+00,V18043,dropoff
2015-02-04 04:09:00+00,V15494,pickup
2015-02-04 04:11:00+00,V15003,pickup
2015-02-04 04:11:00+00,V18749,pickup
2015-02-04 04:14:00+00,V18462,pickup
2015-02-04 04:18:00+00,V18749,dropoff
2015-02-04 04:19:00+00,V15494,dropoff
2015-02-04 04:20:00+00,V20164,dropoff
2015-02-04 04:24:00+00,V18462,dropoff
2015-02-04 04:25:00+00,V15003,dropoff
2015-02-04 04:33:00+00,V16897,pickup
2015-02-04 04:40:00+00,V14992,pickup
2015-02-04 04:41:00+00,V14648,pickup
2015-02-04 04:44:00+00,V16897,dropoff
2015-02-04 04:44:00+00,V16541,pickup
2015-02-04 04:45:00+00,V14992,dropoff
2015-02-04 04:45:00+00,V17797,pickup
2015-02-04 04:45:00+00,V15974,pickup
2015-02-04 04:47:00+00,V14648,dropoff
2015-02-04 04:49:00+00,V15607,pickup
2015-02-04 04:51:00+00,V15974,dropoff
2015-02-04 04:51:00+00,V21318,pickup
2015-02-04 04:51:00+00,V20338,pickup
2015-02-04 04:53:00+00,V20338,dropoff
2015-02-04 04:53:00+00,V14700,pickup
2015-02-04 04:56:00+00,V17797,dropoff
2015-02-04 04:56:00+00,V14947,pickup
2015-02-04 04:56:00+00,V17048,pickup
2015-02-04 04:57:00+00,V15607,dropoff
2015-02-04 04:58:00+00,V16541,dropoff
2015-02-04 04:59:00+00,V21318,dropoff
2015-02-04 05:00:00+00,V14700,dropoff
2015-02-04 05:01:00+00,V17048,dropoff
2015-02-04 05:03:00+00,V21467,pickup
2015-02-04 05:06:00+00,V14947,dropoff
2015-02-04 05:07:00+00,V21467,dropoff
2015-02-04 05:16:00+00,V19265,pickup
2015-02-04 05:16:00+00,V21323,pickup
2015-02-04 05:19:00+00,V15023,pickup
2015-02-04 05:21:00+00,V15716,pickup
2015-02-04 05:22:00+00,V19265,dropoff
2015-02-04 05:22:00+00,V21323,dropoff
2015-02-04 05:23:00+00,V15266,pickup
2015-02-04 05:23:00+00,V19463,pickup
2015-02-04 05:24:00+00,V15716,dropoff
2015-02-04 05:24:00+00,V17510,pickup
2015-02-04 05:25:00+00,V21115,pickup
2015-02-04 05:25:00+00,V19493,pickup
2015-02-04 05:25:00+00,V15486,pickup
2015-02-04 05:26:00+00,V15023,dropoff
2015-02-04 05:27:00+00,V21313,pickup
2015-02-04 05:28:00+00,V19463,dropoff
2015-02-04 05:28:00+00,V15607,pickup
2015-02-04 05:29:00+00,V17510,dropoff
2015-02-04 05:29:00+00,V15486,dropoff
2015-02-04 05:30:00+00,V18686,pickup
2015-02-04 05:30:00+00,V18069,pickup
