time,vehicle_id,event
2015-02-05 14:57:00+00,V21028,pickup
2015-02-05 14:57:00+00,V18523,pickup
2015-02-05 14:57:00+00,V17609,pickup
2015-02-05 14:57:00+00,V19209,pickup
2015-02-05 14:57:00+00,V15937,pickup
2015-02-05 14:57:00+00,V21407,pickup
2015-02-05 14:58:00+00,V15772,dropoff
2015-02-05 14:58:00+00,V20360,dropoff
2015-02-05 14:58:00+00,V16259,dropoff
2015-02-05 14:58:00+00,V19469,dropoff
2015-02-05 14:58:00+00,V20656,dropoff
2015-02-05 14:58:00+00,V16278,dropoff
2015-02-05 14:58:00+00,V21014,pickup
2015-02-05 14:58:00+00,V19500,pickup
2015-02-05 14:58:00+00,V20511,pickup
2015-02-05 14:58:00+00,V17783,pickup
2015-02-05 14:58:00+00,V20745,pickup
2015-02-05 14:59:00+00,V16378,dropoff
2015-02-05 14:59:00+00,V19665,dropoff
2015-02-05 14:59:00+00,V14940,dropoff
2015-02-05 14:59:00+00,V21420,dropoff
2015-02-05 14:59:00+00,V17318,dropoff
2015-02-05 14:59:00+00,V19778,dropoff
2015-02-05 14:59:00+00,V18543,dropoff
2015-02-05 14:59:00+00,V16648,dropoff
2015-02-05 14:59:00+00,V20664,pickup
2015-02-05 14:59:00+00,V15941,pickup
2015-02-05 14:59:00+00,V20046,pickup
2015-02-05 14:59:00+00,V20095,pickup
2015-02-05 14:59:00+00,V21006,pickup
2015-02-05 14:59:00+00,V19863,pickup
2015-02-05 15:00:00+00,V18965,dropoff
2015-02-05 15:00:00+00,V20942,dropoff
2015-02-05 15:00:00+00,V19871,dropoff
2015-02-05 15:00:00+00,V16640,dropoff
2015-02-05 15:00:00+00,V21407,dropoff
2015-02-05 15:00:00+00,V14663,pickup
2015-02-05 15:00:00+00,V17065,pickup
2015-02-05 15:00:00+00,V16402,pickup
2015-02-05 15:00:00+00,V16959,pickup
2015-02-05 15:00:00+00,V18172,pickup
2015-02-05 15:00:00+00,V16429,pickup
2015-02-05 15:00:00+00,V14661,pickup
2015-02-05 15:00:00+00,V15264,pickup
2015-02-05 15:01:00+00,V15807,dropoff
2015-02-05 15:01:00+00,V17078,dropoff
2015-02-05 15:01:00+00,V15457,dropoff
2015-02-05 15:01:00+00,V15557,dropoff
2015-02-05 15:01:00+00,V14549,dropoff
2015-02-05 15:01:00+00,V19154,dropoff
2015-02-05 15:01:00+00,V20232,dropoff
2015-02-05 15:01:00+00,V15329,pickup
2015-02-05 15:01:00+00,V15925,pickup
2015-02-05 15:01:00+00,V14718,pickup
2015-02-05 15:01:00+00,V21658,pickup
2015-02-05 15:01:00+00,V17950,pickup
2015-02-05 15:01:00+00,V20855,pickup
2015-02-05 15:01:00+00,V14710,pickup
2015-02-05 15:01:00+00,V19450,pickup
2015-02-05 15:01:00+00,V16344,pickup
2015-02-05 15:02:00+00,V17289,dropoff
2015-02-05 15:02:00+00,V15323,dropoff
2015-02-05 15:02:00+00,V17846,dropoff
2015-02-05 15:02:00+00,V21196,dropoff
2015-02-05 15:02:00+00,V16384,dropoff
2015-02-05 15:02:00+00,V15937,dropoff
2015-02-05 15:02:00+00,V15264,dropoff
2015-02-05 15:02:00+00,V21143,pickup
2015-02-05 15:02:00+00,V15678,pickup
2015-02-05 15:02:00+00,V17454,pickup
2015-02-05 15:02:00+00,V15918,pickup
2015-02-05 15:02:00+00,V19088,pickup
2015-02-05 15:02:00+00,V15801,pickup
2015-02-05 15:03:00+00,V19195,dropoff
2015-02-05 15:03:00+00,V16395,dropoff
2015-02-05 15:03:00+00,V18625,dropoff
2015-02-05 15:03:00+00,V18187,dropoff
2015-02-05 15:03:00+00,V17545,dropoff
2015-02-05 15:03:00+00,V21447,dropoff
2015-02-05 15:03:00+00,V19924,dropoff
2015-02-05 15:03:00+00,V19863,dropoff
2015-02-05 15:03:00+00,V14714,pickup
2015-02-05 15:03:00+00,V16676,pickup
2015-02-05 15:03:00+00,V19900,pickup
2015-02-05 15:03:00+00,V17969,pickup
2015-02-05 15:03:00+00,V18702,pickup
2015-02-05 15:03:00+00,V15740,pickup
2015-02-05 15:03:00+00,V18761,pickup
2015-02-05 15:03:00+00,V15658,pickup
2015-02-05 15:03:00+00,V15883,pickup
2015-02-05 15:04:00+00,V20780,dropoff
2015-02-05 15:04:00+00,V17676,dropoff
2015-02-05 15:04:00+00,V17668,dropoff
2015-02-05 15:04:00+00,V19209,dropoff
2015-02-05 15:04:00+00,V21006,dropoff
2015-02-05 15:04:00+00,V16429,dropoff
2015-02-05 15:04:00+00,V14661,dropoff
2015-02-05 15:04:00+00,V21655,pickup
2015-02-05 15:04:00+00,V18083,pickup
2015-02-05 15:04:00+00,V15242,pickup
2015-02-05 15:04:00+00,V14982,pickup
2015-02-05 15:04:00+00,V18700,pickup
2015-02-05 15:04:00+00,V20153,pickup
2015-02-05 15:04:00+00,V18591,pickup
2015-02-05 15:04:00+00,V19067,pickup
2015-02-05 15:04:00+00,V21379,pickup
2015-02-05 15:04:00+00,V16737,pickup
2015-02-05 15:04:00+00,V21075,pickup
2015-02-05 15:05:00+00,V16407,dropoff
2015-02-05 15:05:00+00,V17478,dropoff
2015-02-05 15:05:00+00,V17609,dropoff
2015-02-05 15:05:00+00,V17783,dropoff
2015-02-05 15:05:00+00,V20745,dropoff
2015-02-05 15:05:00+00,V20095,dropoff
2015-02-05 15:05:00+00,V19098,pickup
2015-02-05 15:05:00+00,V20241,pickup
2015-02-05 15:05:00+00,V21313,pickup
2015-02-05 15:05:00+00,V14778,pickup
2015-02-05 15:05:00+00,V15085,pickup
2015-02-05 15:05:00+00,V14983,pickup
2015-02-05 15:05:00+00,V18651,pickup
2015-02-05 15:05:00+00,V17537,pickup
2015-02-05 15:06:00+00,V18849,dropoff
2015-02-05 15:06:00+00,V21186,dropoff
2015-02-05 15:06:00+00,V19706,dropoff
2015-02-05 15:06:00+00,V15801,dropoff
2015-02-05 15:06:00+00,V19043,pickup
2015-02-05 15:06:00+00,V17878,pickup
2015-02-05 15:06:00+00,V15115,pickup
2015-02-05 15:06:00+00,V19265,pickup
2015-02-05 15:06:00+00,V16651,pickup
2015-02-05 15:06:00+00,V14790,pickup
2015-02-05 15:06:00+00,V18788,pickup
2015-02-05 15:07:00+00,V17042,dropoff
2015-02-05 15:07:00+00,V18103,dropoff
2015-02-05 15:07:00+00,V18523,dropoff
2015-02-05 15:07:00+00,V20046,dropoff
2015-02-05 15:07:00+00,V19450,dropoff
2015-02-05 15:07:00+00,V16344,dropoff
2015-02-05 15:07:00+00,V17545,pickup
2015-02-05 15:07:00+00,V18428,pickup
2015-02-05 15:07:00+00,V19871,pickup
2015-02-05 15:07:00+00,V20295,pickup
2015-02-05 15:07:00+00,V17124,pickup
2015-02-05 15:07:00+00,V14578,pickup
2015-02-05 15:07:00+00,V19263,pickup
2015-02-05 15:07:00+00,V16164,pickup
2015-02-05 15:08:00+00,V17364,dropoff
2015-02-05 15:08:00+00,V21283,dropoff
2015-02-05 15:08:00+00,V16629,dropoff
2015-02-05 15:08:00+00,V15941,dropoff
2015-02-05 15:08:00+00,V18172,dropoff
2015-02-05 15:08:00+00,V15883,dropoff
2015-02-05 15:08:00+00,V18630,pickup
2015-02-05 15:08:00+00,V17029,pickup
2015-02-05 15:08:00+00,V21398,pickup
2015-02-05 15:08:00+00,V15384,pickup
2015-02-05 15:08:00+00,V16155,pickup
2015-02-05 15:08:00+00,V16384,pickup
2015-02-05 15:09:00+00,V17160,dropoff
2015-02-05 15:09:00+00,V20730,dropoff
2015-02-05 15:09:00+00,V16959,dropoff
2015-02-05 15:09:00+00,V19088,dropoff
2015-02-05 15:09:00+00,V18761,dropoff
2015-02-05 15:09:00+00,V15658,dropoff
2015-02-05 15:09:00+00,V21075,dropoff
2015-02-05 15:09:00+00,V15569,pickup
2015-02-05 15:09:00+00,V17267,pickup
2015-02-05 15:09:00+00,V17852,pickup
2015-02-05 15:09:00+00,V21079,pickup
2015-02-05 15:10:00+00,V18386,dropoff
2015-02-05 15:10:00+00,V21028,dropoff
2015-02-05 15:10:00+00,V20511,dropoff
2015-02-05 15:10:00+00,V20664,dropoff
2015-02-05 15:10:00+00,V15740,dropoff
2015-02-05 15:10:00+00,V21379,dropoff
2015-02-05 15:10:00+00,V16737,dropoff
2015-02-05 15:10:00+00,V14983,dropoff
2015-02-05 15:10:00+00,V18651,dropoff
2015-02-05 15:10:00+00,V17537,dropoff
2015-02-05 15:10:00+00,V18788,dropoff
2015-02-05 15:10:00+00,V16248,pickup
2015-02-05 15:10:00+00,V18653,pickup
2015-02-05 15:10:00+00,V16531,pickup
2015-02-05 15:10:00+00,V15631,pickup
2015-02-05 15:11:00+00,V14891,dropoff
2015-02-05 15:11:00+00,V15585,dropoff
2015-02-05 15:11:00+00,V19500,dropoff
2015-02-05 15:11:00+00,V14710,dropoff
2015-02-05 15:11:00+00,V17454,dropoff
2015-02-05 15:11:00+00,V15918,dropoff
2015-02-05 15:11:00+00,V18702,dropoff
2015-02-05 15:11:00+00,V19067,dropoff
2015-02-05 15:11:00+00,V16651,dropoff
2015-02-05 15:11:00+00,V14790,dropoff
2015-02-05 15:11:00+00,V18630,dropoff
2015-02-05 15:11:00+00,V20840,pickup
2015-02-05 15:11:00+00,V18169,pickup
2015-02-05 15:11:00+00,V20941,pickup
2015-02-05 15:11:00+00,V21363,pickup
2015-02-05 15:11:00+00,V15354,pickup
2015-02-05 15:11:00+00,V20362,pickup
2015-02-05 15:12:00+00,V20855,dropoff
2015-02-05 15:12:00+00,V20153,dropoff
2015-02-05 15:12:00+00,V18591,dropoff
2015-02-05 15:12:00+00,V16384,dropoff
2015-02-05 15:12:00+00,V18386,pickup
2015-02-05 15:12:00+00,V18891,pickup
2015-02-05 15:12:00+00,V19650,pickup
2015-02-05 15:12:00+00,V16846,pickup
2015-02-05 15:12:00+00,V20775,pickup
2015-02-05 15:13:00+00,V16847,dropoff
2015-02-05 15:13:00+00,V21014,dropoff
2015-02-05 15:13:00+00,V17969,dropoff
2015-02-05 15:13:00+00,V18700,dropoff
2015-02-05 15:13:00+00,V21313,dropoff
2015-02-05 15:13:00+00,V14778,dropoff
2015-02-05 15:13:00+00,V15085,dropoff
2015-02-05 15:13:00+00,V16155,dropoff
2015-02-05 15:13:00+00,V19124,pickup
2015-02-05 15:13:00+00,V18849,pickup
2015-02-05 15:13:00+00,V16350,pickup
2015-02-05 15:13:00+00,V17391,pickup
2015-02-05 15:13:00+00,V16784,pickup
2015-02-05 15:13:00+00,V19281,pickup
2015-02-05 15:14:00+00,V15678,dropoff
2015-02-05 15:14:00+00,V20241,dropoff
2015-02-05 15:14:00+00,V19265,dropoff
2015-02-05 15:14:00+00,V14578,dropoff
2015-02-05 15:14:00+00,V19263,dropoff
2015-02-05 15:14:00+00,V16164,dropoff
2015-02-05 15:14:00+00,V16531,dropoff
2015-02-05 15:14:00+00,V15631,dropoff
2015-02-05 15:14:00+00,V17486,pickup
2015-02-05 15:14:00+00,V17292,pickup
2015-02-05 15:14:00+00,V20892,pickup
2015-02-05 15:14:00+00,V17737,pickup
2015-02-05 15:14:00+00,V15847,pickup
2015-02-05 15:14:00+00,V19088,pickup
2015-02-05 15:14:00+00,V18778,pickup
2015-02-05 15:14:00+00,V18957,pickup
2015-02-05 15:15:00+00,V16893,dropoff
2015-02-05 15:15:00+00,V17950,dropoff
2015-02-05 15:15:00+00,V20295,dropoff
2015-02-05 15:15:00+00,V17124,dropoff
2015-02-05 15:15:00+00,V15384,dropoff
2015-02-05 15:15:00+00,V17852,dropoff
2015-02-05 15:15:00+00,V21079,dropoff
2015-02-05 15:15:00+00,V18653,dropoff
2015-02-05 15:15:00+00,V19154,pickup
2015-02-05 15:15:00+00,V16260,pickup
2015-02-05 15:15:00+00,V18053,pickup
2015-02-05 15:15:00+00,V16861,pickup
2015-02-05 15:15:00+00,V20937,pickup
2015-02-05 15:15:00+00,V15740,pickup
2015-02-05 15:15:00+00,V20067,pickup
2015-02-05 15:15:00+00,V20656,pickup
2015-02-05 15:16:00+00,V21143,dropoff
2015-02-05 15:16:00+00,V14982,dropoff
2015-02-05 15:16:00+00,V19098,dropoff
2015-02-05 15:16:00+00,V15115,dropoff
2015-02-05 15:16:00+00,V20362,dropoff
2015-02-05 15:16:00+00,V20775,dropoff
2015-02-05 15:16:00+00,V16784,dropoff
2015-02-05 15:16:00+00,V19281,dropoff
2015-02-05 15:16:00+00,V20357,pickup
2015-02-05 15:16:00+00,V18196,pickup
2015-02-05 15:16:00+00,V14803,pickup
2015-02-05 15:16:00+00,V17488,pickup
2015-02-05 15:16:00+00,V21663,pickup
2015-02-05 15:16:00+00,V16312,pickup
2015-02-05 15:17:00+00,V21658,dropoff
2015-02-05 15:17:00+00,V15242,dropoff
2015-02-05 15:17:00+00,V16846,dropoff
2015-02-05 15:17:00+00,V17391,dropoff
2015-02-05 15:17:00+00,V19999,pickup
2015-02-05 15:17:00+00,V20854,pickup
2015-02-05 15:17:00+00,V19863,pickup
2015-02-05 15:17:00+00,V16927,pickup
2015-02-05 15:18:00+00,V16402,dropoff
2015-02-05 15:18:00+00,V17878,dropoff
2015-02-05 15:18:00+00,V19871,dropoff
2015-02-05 15:18:00+00,V15354,dropoff
2015-02-05 15:18:00+00,V16350,dropoff
2015-02-05 15:18:00+00,V20656,dropoff
2015-02-05 15:18:00+00,V15918,pickup
2015-02-05 15:18:00+00,V16959,pickup
2015-02-05 15:18:00+00,V19968,pickup
2015-02-05 15:19:00+00,V16692,dropoff
2015-02-05 15:19:00+00,V16927,dropoff
2015-02-05 15:19:00+00,V17389,pickup
2015-02-05 15:19:00+00,V15941,pickup
2015-02-05 15:20:00+00,V19650,dropoff
2015-02-05 15:20:00+00,V16312,dropoff
2015-02-05 15:20:00+00,V21024,pickup
2015-02-05 15:20:00+00,V20998,pickup
2015-02-05 15:20:00+00,V20046,pickup
2015-02-05 15:20:00+00,V19532,pickup
2015-02-05 15:20:00+00,V20241,pickup
2015-02-05 15:20:00+00,V14901,pickup
2015-02-05 15:20:00+00,V15045,pickup
2015-02-05 15:20:00+00,V16346,pickup
2015-02-05 15:20:00+00,V16164,pickup
2015-02-05 15:20:00+00,V17452,pickup
2015-02-05 15:20:00+00,V20942,pickup
2015-02-05 15:21:00+00,V21572,dropoff
2015-02-05 15:21:00+00,V21363,dropoff
2015-02-05 15:21:00+00,V18891,dropoff
2015-02-05 15:21:00+00,V18957,dropoff
2015-02-05 15:21:00+00,V19968,dropoff
2015-02-05 15:21:00+00,V19293,pickup
2015-02-05 15:21:00+00,V20156,pickup
2015-02-05 15:21:00+00,V16312,pickup
2015-02-05 15:21:00+00,V19642,pickup
2015-02-05 15:21:00+00,V15374,pickup
2015-02-05 15:21:00+00,V14531,pickup
2015-02-05 15:21:00+00,V18139,pickup
2015-02-05 15:21:00+00,V16471,pickup
2015-02-05 15:21:00+00,V21156,pickup
2015-02-05 15:21:00+00,V19362,pickup
2015-02-05 15:21:00+00,V14839,pickup
2015-02-05 15:22:00+00,V14663,dropoff
2015-02-05 15:22:00+00,V18428,dropoff
2015-02-05 15:22:00+00,V20941,dropoff
2015-02-05 15:22:00+00,V19088,dropoff
2015-02-05 15:22:00+00,V18778,dropoff
2015-02-05 15:22:00+00,V20067,dropoff
2015-02-05 15:22:00+00,V15678,pickup
2015-02-05 15:22:00+00,V14530,pickup
2015-02-05 15:22:00+00,V16648,pickup
2015-02-05 15:22:00+00,V14588,pickup
2015-02-05 15:22:00+00,V16350,pickup
2015-02-05 15:22:00+00,V14827,pickup
2015-02-05 15:22:00+00,V14799,pickup
2015-02-05 15:22:00+00,V21518,pickup
2015-02-05 15:23:00+00,V17065,dropoff
2015-02-05 15:23:00+00,V19043,dropoff
2015-02-05 15:23:00+00,V17267,dropoff
2015-02-05 15:23:00+00,V18386,dropoff
2015-02-05 15:23:00+00,V15847,dropoff
2015-02-05 15:23:00+00,V21663,dropoff
2015-02-05 15:23:00+00,V18266,pickup
2015-02-05 15:23:00+00,V16148,pickup
2015-02-05 15:23:00+00,V18336,pickup
2015-02-05 15:23:00+00,V18900,pickup
2015-02-05 15:24:00+00,V14718,dropoff
2015-02-05 15:24:00+00,V17737,dropoff
2015-02-05 15:24:00+00,V20937,dropoff
2015-02-05 15:24:00+00,V15740,dropoff
2015-02-05 15:24:00+00,V16959,dropoff
2015-02-05 15:24:00+00,V17452,dropoff
2015-02-05 15:24:00+00,V20942,dropoff
2015-02-05 15:24:00+00,V21518,dropoff
2015-02-05 15:24:00+00,V18974,pickup
2015-02-05 15:24:00+00,V17400,pickup
2015-02-05 15:24:00+00,V14602,pickup
2015-02-05 15:24:00+00,V19263,pickup
2015-02-05 15:24:00+00,V20745,pickup
2015-02-05 15:24:00+00,V16792,pickup
2015-02-05 15:24:00+00,V16780,pickup
2015-02-05 15:24:00+00,V14972,pickup
2015-02-05 15:24:00+00,V19022,pickup
2015-02-05 15:24:00+00,V19613,pickup
2015-02-05 15:24:00+00,V16276,pickup
2015-02-05 15:25:00+00,V20892,dropoff
2015-02-05 15:25:00+00,V16861,dropoff
2015-02-05 15:25:00+00,V17488,dropoff
2015-02-05 15:25:00+00,V14839,dropoff
2015-02-05 15:25:00+00,V20892,pickup
2015-02-05 15:25:00+00,V21038,pickup
2015-02-05 15:25:00+00,V19531,pickup
2015-02-05 15:25:00+00,V16651,pickup
2015-02-05 15:25:00+00,V17005,pickup
2015-02-05 15:25:00+00,V17852,pickup
2015-02-05 15:25:00+00,V20340,pickup
2015-02-05 15:26:00+00,V19900,dropoff
2015-02-05 15:26:00+00,V16346,dropoff
2015-02-05 15:26:00+00,V16164,dropoff
2015-02-05 15:26:00+00,V14799,dropoff
2015-02-05 15:26:00+00,V21321,pickup
2015-02-05 15:26:00+00,V21106,pickup
2015-02-05 15:26:00+00,V17078,pickup
2015-02-05 15:26:00+00,V18954,pickup
2015-02-05 15:26:00+00,V19667,pickup
2015-02-05 15:26:00+00,V16503,pickup
2015-02-05 15:26:00+00,V17969,pickup
2015-02-05 15:26:00+00,V17797,pickup
2015-02-05 15:26:00+00,V16402,pickup
2015-02-05 15:26:00+00,V14591,pickup
2015-02-05 15:27:00+00,V15925,dropoff
2015-02-05 15:27:00+00,V18083,dropoff
2015-02-05 15:27:00+00,V21398,dropoff
2015-02-05 15:27:00+00,V15918,dropoff
2015-02-05 15:27:00+00,V14901,dropoff
2015-02-05 15:27:00+00,V15045,dropoff
2015-02-05 15:27:00+00,V21156,dropoff
2015-02-05 15:27:00+00,V19362,dropoff
2015-02-05 15:27:00+00,V16276,dropoff
2015-02-05 15:27:00+00,V20940,pickup
2015-02-05 15:27:00+00,V19588,pickup
2015-02-05 15:27:00+00,V17238,pickup
2015-02-05 15:27:00+00,V17387,pickup
2015-02-05 15:27:00+00,V20367,pickup
2015-02-05 15:27:00+00,V16336,pickup
2015-02-05 15:27:00+00,V20598,pickup
2015-02-05 15:28:00+00,V16471,dropoff
2015-02-05 15:28:00+00,V14827,dropoff
2015-02-05 15:28:00+00,V21239,pickup
2015-02-05 15:28:00+00,V16750,pickup
2015-02-05 15:28:00+00,V16262,pickup
2015-02-05 15:28:00+00,V16511,pickup
2015-02-05 15:28:00+00,V14790,pickup
2015-02-05 15:28:00+00,V19043,pickup
2015-02-05 15:28:00+00,V20307,pickup
2015-02-05 15:28:00+00,V16314,pickup
2015-02-05 15:28:00+00,V16920,pickup
2015-02-05 15:28:00+00,V17180,pickup
2015-02-05 15:29:00+00,V15941,dropoff
2015-02-05 15:29:00+00,V20241,dropoff
2015-02-05 15:29:00+00,V14531,dropoff
2015-02-05 15:29:00+00,V18139,dropoff
2015-02-05 15:29:00+00,V16350,dropoff
2015-02-05 15:29:00+00,V18900,dropoff
2015-02-05 15:29:00+00,V20340,dropoff
2015-02-05 15:29:00+00,V21562,pickup
2015-02-05 15:29:00+00,V16016,pickup
2015-02-05 15:29:00+00,V16145,pickup
2015-02-05 15:29:00+00,V17533,pickup
2015-02-05 15:29:00+00,V18149,pickup
2015-02-05 15:29:00+00,V20002,pickup
2015-02-05 15:29:00+00,V20839,pickup
2015-02-05 15:29:00+00,V21159,pickup
2015-02-05 15:30:00+00,V16676,dropoff
2015-02-05 15:30:00+00,V17292,dropoff
2015-02-05 15:30:00+00,V18053,dropoff
2015-02-05 15:30:00+00,V19022,dropoff
2015-02-05 15:30:00+00,V19613,dropoff
2015-02-05 15:30:00+00,V14591,dropoff
2015-02-05 15:30:00+00,V17442,pickup
2015-02-05 15:30:00+00,V18386,pickup
2015-02-05 15:30:00+00,V18932,pickup
2015-02-05 15:30:00+00,V16931,pickup
2015-02-05 15:30:00+00,V17371,pickup
2015-02-05 15:30:00+00,V20006,pickup
2015-02-05 15:30:00+00,V17243,pickup
2015-02-05 15:31:00+00,V15329,dropoff
2015-02-05 15:31:00+00,V16248,dropoff
2015-02-05 15:31:00+00,V18849,dropoff
2015-02-05 15:31:00+00,V18196,dropoff
2015-02-05 15:31:00+00,V14803,dropoff
2015-02-05 15:31:00+00,V19532,dropoff
2015-02-05 15:31:00+00,V18336,dropoff
2015-02-05 15:31:00+00,V16792,dropoff
2015-02-05 15:31:00+00,V16780,dropoff
2015-02-05 15:31:00+00,V14972,dropoff
2015-02-05 15:31:00+00,V17852,dropoff
2015-02-05 15:31:00+00,V16402,dropoff
2015-02-05 15:31:00+00,V16246,pickup
2015-02-05 15:31:00+00,V20994,pickup
2015-02-05 15:31:00+00,V17862,pickup
2015-02-05 15:31:00+00,V18428,pickup
2015-02-05 15:32:00+00,V17545,dropoff
2015-02-05 15:32:00+00,V20046,dropoff
2015-02-05 15:32:00+00,V19642,dropoff
2015-02-05 15:32:00+00,V15374,dropoff
2015-02-05 15:32:00+00,V16336,dropoff
2015-02-05 15:32:00+00,V20598,dropoff
2015-02-05 15:32:00+00,V20307,dropoff
2015-02-05 15:32:00+00,V17180,dropoff
2015-02-05 15:32:00+00,V18368,pickup
2015-02-05 15:32:00+00,V17257,pickup
2015-02-05 15:32:00+00,V21223,pickup
2015-02-05 15:32:00+00,V18256,pickup
2015-02-05 15:32:00+00,V17459,pickup
2015-02-05 15:32:00+00,V15836,pickup
2015-02-05 15:32:00+00,V20574,pickup
2015-02-05 15:33:00+00,V17029,dropoff
2015-02-05 15:33:00+00,V16260,dropoff
2015-02-05 15:33:00+00,V17389,dropoff
2015-02-05 15:33:00+00,V16148,dropoff
2015-02-05 15:33:00+00,V17797,dropoff
2015-02-05 15:33:00+00,V16314,dropoff
2015-02-05 15:33:00+00,V16920,dropoff
2015-02-05 15:33:00+00,V20589,pickup
2015-02-05 15:33:00+00,V16256,pickup
2015-02-05 15:33:00+00,V18462,pickup
2015-02-05 15:33:00+00,V19015,pickup
2015-02-05 15:33:00+00,V17764,pickup
2015-02-05 15:33:00+00,V21313,pickup
2015-02-05 15:33:00+00,V17448,pickup
2015-02-05 15:34:00+00,V15569,dropoff
2015-02-05 15:34:00+00,V17486,dropoff
2015-02-05 15:34:00+00,V19863,dropoff
2015-02-05 15:34:00+00,V14588,dropoff
2015-02-05 15:34:00+00,V20745,dropoff
2015-02-05 15:34:00+00,V17969,dropoff
2015-02-05 15:34:00+00,V17387,dropoff
2015-02-05 15:34:00+00,V20367,dropoff
2015-02-05 15:34:00+00,V17243,dropoff
2015-02-05 15:34:00+00,V17877,pickup
2015-02-05 15:34:00+00,V17259,pickup
2015-02-05 15:34:00+00,V16512,pickup
2015-02-05 15:34:00+00,V20895,pickup
2015-02-05 15:34:00+00,V17133,pickup
2015-02-05 15:34:00+00,V17632,pickup
2015-02-05 15:34:00+00,V16395,pickup
2015-02-05 15:34:00+00,V17201,pickup
2015-02-05 15:34:00+00,V17225,pickup
2015-02-05 15:34:00+00,V16247,pickup
2015-02-05 15:35:00+00,V18169,dropoff
2015-02-05 15:35:00+00,V20854,dropoff
2015-02-05 15:35:00+00,V20998,dropoff
2015-02-05 15:35:00+00,V18266,dropoff
2015-02-05 15:35:00+00,V17005,dropoff
2015-02-05 15:35:00+00,V16503,dropoff
2015-02-05 15:35:00+00,V20006,dropoff
2015-02-05 15:35:00+00,V18428,dropoff
2015-02-05 15:35:00+00,V20574,dropoff
2015-02-05 15:35:00+00,V16247,dropoff
2015-02-05 15:35:00+00,V15740,pickup
2015-02-05 15:35:00+00,V19450,pickup
2015-02-05 15:35:00+00,V17759,pickup
2015-02-05 15:35:00+00,V16780,pickup
2015-02-05 15:35:00+00,V17783,pickup
2015-02-05 15:35:00+00,V19395,pickup
2015-02-05 15:35:00+00,V19672,pickup
2015-02-05 15:35:00+00,V17444,pickup
2015-02-05 15:36:00+00,V20156,dropoff
2015-02-05 15:36:00+00,V16312,dropoff
2015-02-05 15:36:00+00,V16648,dropoff
2015-02-05 15:36:00+00,V17078,dropoff
2015-02-05 15:36:00+00,V18954,dropoff
2015-02-05 15:36:00+00,V19667,dropoff
2015-02-05 15:36:00+00,V19588,dropoff
2015-02-05 15:36:00+00,V17238,dropoff
2015-02-05 15:36:00+00,V14790,dropoff
2015-02-05 15:36:00+00,V19043,dropoff
2015-02-05 15:36:00+00,V21159,dropoff
2015-02-05 15:36:00+00,V17371,dropoff
2015-02-05 15:36:00+00,V17862,dropoff
2015-02-05 15:36:00+00,V17448,dropoff
2015-02-05 15:36:00+00,V19728,pickup
2015-02-05 15:36:00+00,V15242,pickup
2015-02-05 15:36:00+00,V16200,pickup
2015-02-05 15:36:00+00,V16920,pickup
2015-02-05 15:36:00+00,V18290,pickup
2015-02-05 15:36:00+00,V14973,pickup
2015-02-05 15:36:00+00,V21052,pickup
2015-02-05 15:36:00+00,V18793,pickup
2015-02-05 15:37:00+00,V21024,dropoff
2015-02-05 15:37:00+00,V19263,dropoff
2015-02-05 15:37:00+00,V21106,dropoff
2015-02-05 15:37:00+00,V20940,dropoff
2015-02-05 15:37:00+00,V18149,dropoff
2015-02-05 15:37:00+00,V20002,dropoff
2015-02-05 15:37:00+00,V20839,dropoff
2015-02-05 15:37:00+00,V15505,pickup
2015-02-05 15:37:00+00,V15918,pickup
2015-02-05 15:37:00+00,V17810,pickup
2015-02-05 15:37:00+00,V19249,pickup
2015-02-05 15:37:00+00,V20087,pickup
2015-02-05 15:37:00+00,V17972,pickup
2015-02-05 15:37:00+00,V15794,pickup
2015-02-05 15:38:00+00,V15914,dropoff
2015-02-05 15:38:00+00,V20840,dropoff
2015-02-05 15:38:00+00,V16511,dropoff
2015-02-05 15:38:00+00,V16145,dropoff
2015-02-05 15:38:00+00,V17764,dropoff
2015-02-05 15:38:00+00,V21313,dropoff
2015-02-05 15:38:00+00,V17225,dropoff
2015-02-05 15:38:00+00,V15794,dropoff
2015-02-05 15:38:00+00,V21675,pickup
2015-02-05 15:38:00+00,V14563,pickup
2015-02-05 15:38:00+00,V18205,pickup
2015-02-05 15:38:00+00,V15082,pickup
2015-02-05 15:39:00+00,V14602,dropoff
2015-02-05 15:39:00+00,V16750,dropoff
2015-02-05 15:39:00+00,V16262,dropoff
2015-02-05 15:39:00+00,V17533,dropoff
2015-02-05 15:39:00+00,V19015,dropoff
2015-02-05 15:39:00+00,V17444,dropoff
2015-02-05 15:39:00+00,V18793,dropoff
2015-02-05 15:39:00+00,V17972,dropoff
2015-02-05 15:39:00+00,V16247,pickup
2015-02-05 15:39:00+00,V16145,pickup
2015-02-05 15:39:00+00,V20352,pickup
2015-02-05 15:39:00+00,V16017,pickup
2015-02-05 15:39:00+00,V18419,pickup
2015-02-05 15:39:00+00,V16471,pickup
2015-02-05 15:39:00+00,V14706,pickup
2015-02-05 15:39:00+00,V21014,pickup
2015-02-05 15:40:00+00,V19531,dropoff
2015-02-05 15:40:00+00,V16651,dropoff
2015-02-05 15:40:00+00,V16016,dropoff
2015-02-05 15:40:00+00,V16931,dropoff
