trip_duration,pickup_time,dropoff_time,vehicle_id
646,2015-02-05 17:18:00+00,2015-02-05 17:29:00+00,V15207
583,2015-02-05 17:18:00+00,2015-02-05 17:28:00+00,V16511
562,2015-02-05 17:18:00+00,2015-02-05 17:27:00+00,V15746
560,2015-02-05 17:18:00+00,2015-02-05 17:28:00+00,V20796
504,2015-02-05 17:18:00+00,2015-02-05 17:27:00+00,V21263
425,2015-02-05 17:18:00+00,2015-02-05 17:25:00+00,V18827
402,2015-02-05 17:18:00+00,2015-02-05 17:25:00+00,V16119
400,2015-02-05 17:18:00+00,2015-02-05 17:25:00+00,V17532
367,2015-02-05 17:18:00+00,2015-02-05 17:24:00+00,V21640
320,2015-02-05 17:18:00+00,2015-02-05 17:23:00+00,V18415
247,2015-02-05 17:18:00+00,2015-02-05 17:22:00+00,V15974
1395,2015-02-05 17:19:00+00,2015-02-05 17:42:00+00,V16519
1146,2015-02-05 17:19:00+00,2015-02-05 17:38:00+00,V15617
937,2015-02-05 17:19:00+00,2015-02-05 17:35:00+00,V18552
856,2015-02-05 17:19:00+00,2015-02-05 17:33:00+00,V20340
628,2015-02-05 17:19:00+00,2015-02-05 17:29:00+00,V16278
598,2015-02-05 17:19:00+00,2015-02-05 17:29:00+00,V20844
526,2015-02-05 17:19:00+00,2015-02-05 17:28:00+00,V20634
497,2015-02-05 17:19:00+00,2015-02-05 17:28:00+00,V19430
485,2015-02-05 17:19:00+00,2015-02-05 17:27:00+00,V19445
476,2015-02-05 17:19:00+00,2015-02-05 17:27:00+00,V16247
453,2015-02-05 17:19:00+00,2015-02-05 17:27:00+00,V14855
421,2015-02-05 17:19:00+00,2015-02-05 17:26:00+00,V17658
380,2015-02-05 17:19:00+00,2015-02-05 17:25:00+00,V15925
334,2015-02-05 17:19:00+00,2015-02-05 17:25:00+00,V19633
310,2015-02-05 17:19:00+00,2015-02-05 17:24:00+00,V21463
270,2015-02-05 17:19:00+00,2015-02-05 17:23:00+00,V21067
234,2015-02-05 17:19:00+00,2015-02-05 17:23:00+00,V15932
169,2015-02-05 17:19:00+00,2015-02-05 17:22:00+00,V20935
129,2015-02-05 17:19:00+00,2015-02-05 17:21:00+00,V21473
1450,2015-02-05 17:20:00+00,2015-02-05 17:44:00+00,V21536
1001,2015-02-05 17:20:00+00,2015-02-05 17:36:00+00,V15836
876,2015-02-05 17:20:00+00,2015-02-05 17:35:00+00,V19287
821,2015-02-05 17:20:00+00,2015-02-05 17:34:00+00,V21409
687,2015-02-05 17:20:00+00,2015-02-05 17:31:00+00,V18350
630,2015-02-05 17:20:00+00,2015-02-05 17:30:00+00,V21466
626,2015-02-05 17:20:00+00,2015-02-05 17:31:00+00,V17223
617,2015-02-05 17:20:00+00,2015-02-05 17:30:00+00,V15000
447,2015-02-05 17:20:00+00,2015-02-05 17:28:00+00,V21645
403,2015-02-05 17:20:00+00,2015-02-05 17:27:00+00,V18929
299,2015-02-05 17:20:00+00,2015-02-05 17:25:00+00,V19432
287,2015-02-05 17:20:00+00,2015-02-05 17:25:00+00,V16754
273,2015-02-05 17:20:00+00,2015-02-05 17:24:00+00,V16414
271,2015-02-05 17:20:00+00,2015-02-05 17:25:00+00,V14965
251,2015-02-05 17:20:00+00,2015-02-05 17:24:00+00,V16378
223,2015-02-05 17:20:00+00,2015-02-05 17:24:00+00,V17360
200,2015-02-05 17:20:00+00,2015-02-05 17:24:00+00,V21498
166,2015-02-05 17:20:00+00,2015-02-05 17:23:00+00,V17842
1224,2015-02-05 17:21:00+00,2015-02-05 17:42:00+00,V18336
1156,2015-02-05 17:21:00+00,2015-02-05 17:40:00+00,V21186
1132,2015-02-05 17:21:00+00,2015-02-05 17:40:00+00,V17811
1130,2015-02-05 17:21:00+00,2015-02-05 17:40:00+00,V20535
917,2015-02-05 17:21:00+00,2015-02-05 17:37:00+00,V15425
774,2015-02-05 17:21:00+00,2015-02-05 17:34:00+00,V18670
772,2015-02-05 17:21:00+00,2015-02-05 17:33:00+00,V21474
767,2015-02-05 17:21:00+00,2015-02-05 17:33:00+00,V16640
682,2015-02-05 17:21:00+00,2015-02-05 17:32:00+00,V16860
679,2015-02-05 17:21:00+00,2015-02-05 17:32:00+00,V18103
621,2015-02-05 17:21:00+00,2015-02-05 17:32:00+00,V19480
596,2015-02-05 17:21:00+00,2015-02-05 17:31:00+00,V19043
569,2015-02-05 17:21:00+00,2015-02-05 17:31:00+00,V18664
540,2015-02-05 17:21:00+00,2015-02-05 17:30:00+00,V19115
503,2015-02-05 17:21:00+00,2015-02-05 17:29:00+00,V18051
433,2015-02-05 17:21:00+00,2015-02-05 17:29:00+00,V15641
416,2015-02-05 17:21:00+00,2015-02-05 17:28:00+00,V19059
408,2015-02-05 17:21:00+00,2015-02-05 17:28:00+00,V17109
357,2015-02-05 17:21:00+00,2015-02-05 17:27:00+00,V17804
321,2015-02-05 17:21:00+00,2015-02-05 17:27:00+00,V15690
278,2015-02-05 17:21:00+00,2015-02-05 17:26:00+00,V17071
270,2015-02-05 17:21:00+00,2015-02-05 17:25:00+00,V20531
259,2015-02-05 17:21:00+00,2015-02-05 17:25:00+00,V15247
226,2015-02-05 17:21:00+00,2015-02-05 17:25:00+00,V19583
1644,2015-02-05 17:22:00+00,2015-02-05 17:50:00+00,V17990
1130,2015-02-05 17:22:00+00,2015-02-05 17:41:00+00,V20221
811,2015-02-05 17:22:00+00,2015-02-05 17:36:00+00,V19482
664,2015-02-05 17:22:00+00,2015-02-05 17:33:00+00,V15098
651,2015-02-05 17:22:00+00,2015-02-05 17:33:00+00,V21473
522,2015-02-05 17:22:00+00,2015-02-05 17:31:00+00,V20582
519,2015-02-05 17:22:00+00,2015-02-05 17:30:00+00,V20245
512,2015-02-05 17:22:00+00,2015-02-05 17:30:00+00,V21639
509,2015-02-05 17:22:00+00,2015-02-05 17:30:00+00,V20863
489,2015-02-05 17:22:00+00,2015-02-05 17:31:00+00,V18201
368,2015-02-05 17:22:00+00,2015-02-05 17:28:00+00,V19783
343,2015-02-05 17:22:00+00,2015-02-05 17:28:00+00,V17605
336,2015-02-05 17:22:00+00,2015-02-05 17:28:00+00,V17554
295,2015-02-05 17:22:00+00,2015-02-05 17:27:00+00,V14586
263,2015-02-05 17:22:00+00,2015-02-05 17:26:00+00,V15085
214,2015-02-05 17:22:00+00,2015-02-05 17:26:00+00,V14572
151,2015-02-05 17:22:00+00,2015-02-05 17:25:00+00,V19802
1618,2015-02-05 17:23:00+00,2015-02-05 17:50:00+00,V20587
1438,2015-02-05 17:23:00+00,2015-02-05 17:47:00+00,V14660
1105,2015-02-05 17:23:00+00,2015-02-05 17:42:00+00,V18702
863,2015-02-05 17:23:00+00,2015-02-05 17:38:00+00,V20258
715,2015-02-05 17:23:00+00,2015-02-05 17:35:00+00,V19437
661,2015-02-05 17:23:00+00,2015-02-05 17:34:00+00,V16483
614,2015-02-05 17:23:00+00,2015-02-05 17:33:00+00,V15509
500,2015-02-05 17:23:00+00,2015-02-05 17:32:00+00,V19531
473,2015-02-05 17:23:00+00,2015-02-05 17:31:00+00,V17792
413,2015-02-05 17:23:00+00,2015-02-05 17:30:00+00,V16174
168,2015-02-05 17:23:00+00,2015-02-05 17:26:00+00,V21593
661,2015-02-05 17:24:00+00,2015-02-05 17:35:00+00,V21191
1820,2015-02-05 17:24:00+00,2015-02-05 17:55:00+00,V15937
1512,2015-02-05 17:24:00+00,2015-02-05 17:49:00+00,V21326
1115,2015-02-05 17:24:00+00,2015-02-05 17:43:00+00,V19364
1058,2015-02-05 17:24:00+00,2015-02-05 17:42:00+00,V18797
930,2015-02-05 17:24:00+00,2015-02-05 17:40:00+00,V16691
848,2015-02-05 17:24:00+00,2015-02-05 17:38:00+00,V21067
839,2015-02-05 17:24:00+00,2015-02-05 17:38:00+00,V20741
488,2015-02-05 17:24:00+00,2015-02-05 17:32:00+00,V19996
472,2015-02-05 17:24:00+00,2015-02-05 17:31:00+00,V20530
338,2015-02-05 17:24:00+00,2015-02-05 17:29:00+00,V18840
243,2015-02-05 17:24:00+00,2015-02-05 17:28:00+00,V19567
200,2015-02-05 17:24:00+00,2015-02-05 17:28:00+00,V18135
198,2015-02-05 17:24:00+00,2015-02-05 17:27:00+00,V20619
1762,2015-02-05 17:25:00+00,2015-02-05 17:54:00+00,V21577
765,2015-02-05 17:25:00+00,2015-02-05 17:38:00+00,V15117
715,2015-02-05 17:25:00+00,2015-02-05 17:37:00+00,V17123
710,2015-02-05 17:25:00+00,2015-02-05 17:37:00+00,V20291
696,2015-02-05 17:25:00+00,2015-02-05 17:36:00+00,V17058
465,2015-02-05 17:25:00+00,2015-02-05 17:32:00+00,V19506
462,2015-02-05 17:25:00+00,2015-02-05 17:33:00+00,V17711
451,2015-02-05 17:25:00+00,2015-02-05 17:32:00+00,V14945
430,2015-02-05 17:25:00+00,2015-02-05 17:32:00+00,V20365
384,2015-02-05 17:25:00+00,2015-02-05 17:32:00+00,V17374
344,2015-02-05 17:25:00+00,2015-02-05 17:31:00+00,V20068
190,2015-02-05 17:25:00+00,2015-02-05 17:28:00+00,V18139
125,2015-02-05 17:25:00+00,2015-02-05 17:27:00+00,V20845
1342,2015-02-05 17:26:00+00,2015-02-05 17:49:00+00,V15704
975,2015-02-05 17:26:00+00,2015-02-05 17:43:00+00,V21075
662,2015-02-05 17:26:00+00,2015-02-05 17:37:00+00,V19469
611,2015-02-05 17:26:00+00,2015-02-05 17:36:00+00,V16425
592,2015-02-05 17:26:00+00,2015-02-05 17:36:00+00,V20740
562,2015-02-05 17:26:00+00,2015-02-05 17:35:00+00,V21006
495,2015-02-05 17:26:00+00,2015-02-05 17:34:00+00,V16139
457,2015-02-05 17:26:00+00,2015-02-05 17:34:00+00,V21510
328,2015-02-05 17:26:00+00,2015-02-05 17:32:00+00,V16967
178,2015-02-05 17:26:00+00,2015-02-05 17:29:00+00,V17219
174,2015-02-05 17:26:00+00,2015-02-05 17:29:00+00,V15733
2572,2015-02-05 17:27:00+00,2015-02-05 18:10:00+00,V16458
1854,2015-02-05 17:27:00+00,2015-02-05 17:57:00+00,V15312
1459,2015-02-05 17:27:00+00,2015-02-05 17:51:00+00,V20614
1046,2015-02-05 17:27:00+00,2015-02-05 17:44:00+00,V20550
846,2015-02-05 17:27:00+00,2015-02-05 17:42:00+00,V19564
822,2015-02-05 17:27:00+00,2015-02-05 17:41:00+00,V20876
805,2015-02-05 17:27:00+00,2015-02-05 17:41:00+00,V16915
777,2015-02-05 17:27:00+00,2015-02-05 17:40:00+00,V17181
752,2015-02-05 17:27:00+00,2015-02-05 17:40:00+00,V15360
750,2015-02-05 17:27:00+00,2015-02-05 17:39:00+00,V18259
728,2015-02-05 17:27:00+00,2015-02-05 17:39:00+00,V15377
677,2015-02-05 17:27:00+00,2015-02-05 17:38:00+00,V17781
457,2015-02-05 17:27:00+00,2015-02-05 17:35:00+00,V19906
441,2015-02-05 17:27:00+00,2015-02-05 17:34:00+00,V18854
350,2015-02-05 17:27:00+00,2015-02-05 17:33:00+00,V17461
256,2015-02-05 17:27:00+00,2015-02-05 17:31:00+00,V19021
207,2015-02-05 17:27:00+00,2015-02-05 17:30:00+00,V17148
1277,2015-02-05 17:28:00+00,2015-02-05 17:49:00+00,V18384
1189,2015-02-05 17:28:00+00,2015-02-05 17:48:00+00,V20963
752,2015-02-05 17:28:00+00,2015-02-05 17:41:00+00,V17593
637,2015-02-05 17:28:00+00,2015-02-05 17:38:00+00,V17208
542,2015-02-05 17:28:00+00,2015-02-05 17:37:00+00,V16008
520,2015-02-05 17:28:00+00,2015-02-05 17:36:00+00,V18903
506,2015-02-05 17:28:00+00,2015-02-05 17:36:00+00,V18793
481,2015-02-05 17:28:00+00,2015-02-05 17:36:00+00,V21612
479,2015-02-05 17:28:00+00,2015-02-05 17:36:00+00,V20929
442,2015-02-05 17:28:00+00,2015-02-05 17:35:00+00,V19566
442,2015-02-05 17:28:00+00,2015-02-05 17:36:00+00,V19098
407,2015-02-05 17:28:00+00,2015-02-05 17:35:00+00,V19245
304,2015-02-05 17:28:00+00,2015-02-05 17:33:00+00,V14979
293,2015-02-05 17:28:00+00,2015-02-05 17:33:00+00,V17810
259,2015-02-05 17:28:00+00,2015-02-05 17:32:00+00,V19445
116,2015-02-05 17:28:00+00,2015-02-05 17:30:00+00,V19983
1053,2015-02-05 17:29:00+00,2015-02-05 17:47:00+00,V19174
915,2015-02-05 17:29:00+00,2015-02-05 17:44:00+00,V15142
788,2015-02-05 17:29:00+00,2015-02-05 17:42:00+00,V20544
756,2015-02-05 17:29:00+00,2015-02-05 17:41:00+00,V14555
680,2015-02-05 17:29:00+00,2015-02-05 17:41:00+00,V18777
650,2015-02-05 17:29:00+00,2015-02-05 17:40:00+00,V15437
589,2015-02-05 17:29:00+00,2015-02-05 17:39:00+00,V20793
544,2015-02-05 17:29:00+00,2015-02-05 17:39:00+00,V17219
535,2015-02-05 17:29:00+00,2015-02-05 17:38:00+00,V20851
454,2015-02-05 17:29:00+00,2015-02-05 17:37:00+00,V15651
379,2015-02-05 17:29:00+00,2015-02-05 17:36:00+00,V21158
350,2015-02-05 17:29:00+00,2015-02-05 17:35:00+00,V21562
333,2015-02-05 17:29:00+00,2015-02-05 17:35:00+00,V19265
241,2015-02-05 17:29:00+00,2015-02-05 17:33:00+00,V18376
219,2015-02-05 17:29:00+00,2015-02-05 17:33:00+00,V19061
216,2015-02-05 17:29:00+00,2015-02-05 17:33:00+00,V20555
206,2015-02-05 17:29:00+00,2015-02-05 17:33:00+00,V16666
1290,2015-02-05 17:30:00+00,2015-02-05 17:52:00+00,V21235
1173,2015-02-05 17:30:00+00,2015-02-05 17:49:00+00,V17428
815,2015-02-05 17:30:00+00,2015-02-05 17:44:00+00,V21196
607,2015-02-05 17:30:00+00,2015-02-05 17:40:00+00,V19780
592,2015-02-05 17:30:00+00,2015-02-05 17:39:00+00,V17350
548,2015-02-05 17:30:00+00,2015-02-05 17:40:00+00,V16461
539,2015-02-05 17:30:00+00,2015-02-05 17:39:00+00,V16188
499,2015-02-05 17:30:00+00,2015-02-05 17:38:00+00,V19486
489,2015-02-05 17:30:00+00,2015-02-05 17:38:00+00,V21511
485,2015-02-05 17:30:00+00,2015-02-05 17:38:00+00,V19950
432,2015-02-05 17:30:00+00,2015-02-05 17:37:00+00,V19910
359,2015-02-05 17:30:00+00,2015-02-05 17:36:00+00,V15955
327,2015-02-05 17:30:00+00,2015-02-05 17:36:00+00,V15322
311,2015-02-05 17:30:00+00,2015-02-05 17:35:00+00,V17782
240,2015-02-05 17:30:00+00,2015-02-05 17:34:00+00,V14718
2026,2015-02-05 17:31:00+00,2015-02-05 18:05:00+00,V18874
1493,2015-02-05 17:31:00+00,2015-02-05 17:56:00+00,V21481
1436,2015-02-05 17:31:00+00,2015-02-05 17:55:00+00,V19116
1220,2015-02-05 17:31:00+00,2015-02-05 17:51:00+00,V19672
774,2015-02-05 17:31:00+00,2015-02-05 17:43:00+00,V15454
695,2015-02-05 17:31:00+00,2015-02-05 17:43:00+00,V19489
655,2015-02-05 17:31:00+00,2015-02-05 17:42:00+00,V21055
590,2015-02-05 17:31:00+00,2015-02-05 17:41:00+00,V17306
545,2015-02-05 17:31:00+00,2015-02-05 17:40:00+00,V20914
515,2015-02-05 17:31:00+00,2015-02-05 17:40:00+00,V20353
415,2015-02-05 17:31:00+00,2015-02-05 17:38:00+00,V21672
300,2015-02-05 17:31:00+00,2015-02-05 17:36:00+00,V16872
154,2015-02-05 17:31:00+00,2015-02-05 17:33:00+00,V20000
2144,2015-02-05 17:32:00+00,2015-02-05 18:08:00+00,V19531
1697,2015-02-05 17:32:00+00,2015-02-05 18:01:00+00,V20219
927,2015-02-05 17:32:00+00,2015-02-05 17:47:00+00,V21412
708,2015-02-05 17:32:00+00,2015-02-05 17:44:00+00,V21402
486,2015-02-05 17:32:00+00,2015-02-05 17:40:00+00,V17800
460,2015-02-05 17:32:00+00,2015-02-05 17:39:00+00,V21571
442,2015-02-05 17:32:00+00,2015-02-05 17:39:00+00,V19022
395,2015-02-05 17:32:00+00,2015-02-05 17:39:00+00,V19434
393,2015-02-05 17:32:00+00,2015-02-05 17:38:00+00,V14547
383,2015-02-05 17:32:00+00,2015-02-05 17:39:00+00,V21456
378,2015-02-05 17:32:00+00,2015-02-05 17:38:00+00,V15517
231,2015-02-05 17:32:00+00,2015-02-05 17:36:00+00,V21645
1202,2015-02-05 17:33:00+00,2015-02-05 17:53:00+00,V18625
925,2015-02-05 17:33:00+00,2015-02-05 17:48:00+00,V16244
900,2015-02-05 17:33:00+00,2015-02-05 17:48:00+00,V17908
841,2015-02-05 17:33:00+00,2015-02-05 17:47:00+00,V19172
762,2015-02-05 17:33:00+00,2015-02-05 17:45:00+00,V19115
738,2015-02-05 17:33:00+00,2015-02-05 17:46:00+00,V18744
617,2015-02-05 17:33:00+00,2015-02-05 17:44:00+00,V15178
553,2015-02-05 17:33:00+00,2015-02-05 17:42:00+00,V21639
520,2015-02-05 17:33:00+00,2015-02-05 17:42:00+00,V15594
512,2015-02-05 17:33:00+00,2015-02-05 17:42:00+00,V20098
452,2015-02-05 17:33:00+00,2015-02-05 17:41:00+00,V15974
432,2015-02-05 17:33:00+00,2015-02-05 17:40:00+00,V20983
405,2015-02-05 17:33:00+00,2015-02-05 17:40:00+00,V16759
381,2015-02-05 17:33:00+00,2015-02-05 17:39:00+00,V19893
377,2015-02-05 17:33:00+00,2015-02-05 17:40:00+00,V20365
229,2015-02-05 17:33:00+00,2015-02-05 17:36:00+00,V16210
228,2015-02-05 17:33:00+00,2015-02-05 17:37:00+00,V18528
149,2015-02-05 17:33:00+00,2015-02-05 17:36:00+00,V21305
925,2015-02-05 17:34:00+00,2015-02-05 17:49:00+00,V20935
763,2015-02-05 17:34:00+00,2015-02-05 17:47:00+00,V16148
735,2015-02-05 17:34:00+00,2015-02-05 17:46:00+00,V15357
706,2015-02-05 17:34:00+00,2015-02-05 17:46:00+00,V17402
705,2015-02-05 17:34:00+00,2015-02-05 17:46:00+00,V19757
703,2015-02-05 17:34:00+00,2015-02-05 17:45:00+00,V21012
645,2015-02-05 17:34:00+00,2015-02-05 17:45:00+00,V20962
620,2015-02-05 17:34:00+00,2015-02-05 17:44:00+00,V19961
516,2015-02-05 17:34:00+00,2015-02-05 17:42:00+00,V14819
512,2015-02-05 17:34:00+00,2015-02-05 17:42:00+00,V17109
465,2015-02-05 17:34:00+00,2015-02-05 17:41:00+00,V17620
460,2015-02-05 17:34:00+00,2015-02-05 17:42:00+00,V19028
459,2015-02-05 17:34:00+00,2015-02-05 17:42:00+00,V18202
447,2015-02-05 17:34:00+00,2015-02-05 17:42:00+00,V15747
438,2015-02-05 17:34:00+00,2015-02-05 17:41:00+00,V18718
428,2015-02-05 17:34:00+00,2015-02-05 17:41:00+00,V19954
369,2015-02-05 17:34:00+00,2015-02-05 17:41:00+00,V18231
360,2015-02-05 17:34:00+00,2015-02-05 17:40:00+00,V21446
330,2015-02-05 17:34:00+00,2015-02-05 17:40:00+00,V18655
322,2015-02-05 17:34:00+00,2015-02-05 17:39:00+00,V14887
319,2015-02-05 17:34:00+00,2015-02-05 17:39:00+00,V15464
285,2015-02-05 17:34:00+00,2015-02-05 17:39:00+00,V18058
263,2015-02-05 17:34:00+00,2015-02-05 17:38:00+00,V18181
259,2015-02-05 17:34:00+00,2015-02-05 17:38:00+00,V14957
246,2015-02-05 17:34:00+00,2015-02-05 17:38:00+00,V15997
194,2015-02-05 17:34:00+00,2015-02-05 17:38:00+00,V19670
1537,2015-02-05 17:35:00+00,2015-02-05 18:01:00+00,V14943
902,2015-02-05 17:35:00+00,2015-02-05 17:50:00+00,V15189
894,2015-02-05 17:35:00+00,2015-02-05 17:50:00+00,V19718
887,2015-02-05 17:35:00+00,2015-02-05 17:50:00+00,V21006
782,2015-02-05 17:35:00+00,2015-02-05 17:48:00+00,V17792
696,2015-02-05 17:35:00+00,2015-02-05 17:47:00+00,V15607
674,2015-02-05 17:35:00+00,2015-02-05 17:46:00+00,V14965
673,2015-02-05 17:35:00+00,2015-02-05 17:47:00+00,V20046
650,2015-02-05 17:35:00+00,2015-02-05 17:46:00+00,V20000
640,2015-02-05 17:35:00+00,2015-02-05 17:46:00+00,V15097
600,2015-02-05 17:35:00+00,2015-02-05 17:45:00+00,V16006
574,2015-02-05 17:35:00+00,2015-02-05 17:45:00+00,V20557
567,2015-02-05 17:35:00+00,2015-02-05 17:44:00+00,V16601
476,2015-02-05 17:35:00+00,2015-02-05 17:43:00+00,V17014
395,2015-02-05 17:35:00+00,2015-02-05 17:42:00+00,V18597
394,2015-02-05 17:35:00+00,2015-02-05 17:41:00+00,V15175
334,2015-02-05 17:35:00+00,2015-02-05 17:40:00+00,V14983
262,2015-02-05 17:35:00+00,2015-02-05 17:39:00+00,V17384
1575,2015-02-05 17:36:00+00,2015-02-05 18:03:00+00,V15782
1540,2015-02-05 17:36:00+00,2015-02-05 18:02:00+00,V19273
1464,2015-02-05 17:36:00+00,2015-02-05 18:00:00+00,V16059
1089,2015-02-05 17:36:00+00,2015-02-05 17:54:00+00,V20338
1046,2015-02-05 17:36:00+00,2015-02-05 17:54:00+00,V20845
955,2015-02-05 17:36:00+00,2015-02-05 17:52:00+00,V20352
939,2015-02-05 17:36:00+00,2015-02-05 17:52:00+00,V20178
828,2015-02-05 17:36:00+00,2015-02-05 17:50:00+00,V19303
759,2015-02-05 17:36:00+00,2015-02-05 17:49:00+00,V19719
720,2015-02-05 17:36:00+00,2015-02-05 17:48:00+00,V16044
689,2015-02-05 17:36:00+00,2015-02-05 17:48:00+00,V17223
660,2015-02-05 17:36:00+00,2015-02-05 17:47:00+00,V20340
540,2015-02-05 17:36:00+00,2015-02-05 17:45:00+00,V18265
522,2015-02-05 17:36:00+00,2015-02-05 17:45:00+00,V18854
520,2015-02-05 17:36:00+00,2015-02-05 17:45:00+00,V15346
425,2015-02-05 17:36:00+00,2015-02-05 17:43:00+00,V14811
364,2015-02-05 17:36:00+00,2015-02-05 17:42:00+00,V18618
362,2015-02-05 17:36:00+00,2015-02-05 17:42:00+00,V16754
352,2015-02-05 17:36:00+00,2015-02-05 17:42:00+00,V18081
269,2015-02-05 17:36:00+00,2015-02-05 17:40:00+00,V16783
227,2015-02-05 17:36:00+00,2015-02-05 17:40:00+00,V18272
210,2015-02-05 17:36:00+00,2015-02-05 17:39:00+00,V14588
123,2015-02-05 17:36:00+00,2015-02-05 17:38:00+00,V14868
1414,2015-02-05 17:37:00+00,2015-02-05 18:00:00+00,V16172
898,2015-02-05 17:37:00+00,2015-02-05 17:52:00+00,V20942
724,2015-02-05 17:37:00+00,2015-02-05 17:49:00+00,V16325
696,2015-02-05 17:37:00+00,2015-02-05 17:49:00+00,V16393
638,2015-02-05 17:37:00+00,2015-02-05 17:48:00+00,V18199
542,2015-02-05 17:37:00+00,2015-02-05 17:46:00+00,V21038
488,2015-02-05 17:37:00+00,2015-02-05 17:45:00+00,V15733
453,2015-02-05 17:37:00+00,2015-02-05 17:45:00+00,V15716
451,2015-02-05 17:37:00+00,2015-02-05 17:45:00+00,V20530
414,2015-02-05 17:37:00+00,2015-02-05 17:44:00+00,V21046
370,2015-02-05 17:37:00+00,2015-02-05 17:43:00+00,V16737
296,2015-02-05 17:37:00+00,2015-02-05 17:42:00+00,V21078
132,2015-02-05 17:37:00+00,2015-02-05 17:39:00+00,V20663
1554,2015-02-05 17:38:00+00,2015-02-05 18:04:00+00,V16405
1377,2015-02-05 17:38:00+00,2015-02-05 18:01:00+00,V18124
1127,2015-02-05 17:38:00+00,2015-02-05 17:57:00+00,V15912
1043,2015-02-05 17:38:00+00,2015-02-05 17:55:00+00,V21293
1019,2015-02-05 17:38:00+00,2015-02-05 17:55:00+00,V15839
807,2015-02-05 17:38:00+00,2015-02-05 17:51:00+00,V15247
672,2015-02-05 17:38:00+00,2015-02-05 17:49:00+00,V16811
625,2015-02-05 17:38:00+00,2015-02-05 17:49:00+00,V19061
619,2015-02-05 17:38:00+00,2015-02-05 17:49:00+00,V19603
548,2015-02-05 17:38:00+00,2015-02-05 17:47:00+00,V20064
491,2015-02-05 17:38:00+00,2015-02-05 17:46:00+00,V15231
408,2015-02-05 17:38:00+00,2015-02-05 17:45:00+00,V18775
406,2015-02-05 17:38:00+00,2015-02-05 17:45:00+00,V18021
313,2015-02-05 17:38:00+00,2015-02-05 17:44:00+00,V16310
263,2015-02-05 17:38:00+00,2015-02-05 17:42:00+00,V15378
201,2015-02-05 17:38:00+00,2015-02-05 17:42:00+00,V16549
82,2015-02-05 17:38:00+00,2015-02-05 17:39:00+00,V16011
1854,2015-02-05 17:39:00+00,2015-02-05 18:10:00+00,V17590
1762,2015-02-05 17:39:00+00,2015-02-05 18:08:00+00,V14801
1304,2015-02-05 17:39:00+00,2015-02-05 18:01:00+00,V18932
1039,2015-02-05 17:39:00+00,2015-02-05 17:57:00+00,V16370
896,2015-02-05 17:39:00+00,2015-02-05 17:54:00+00,V16589
775,2015-02-05 17:39:00+00,2015-02-05 17:52:00+00,V18670
762,2015-02-05 17:39:00+00,2015-02-05 17:51:00+00,V15332
720,2015-02-05 17:39:00+00,2015-02-05 17:51:00+00,V21109
669,2015-02-05 17:39:00+00,2015-02-05 17:50:00+00,V15947
645,2015-02-05 17:39:00+00,2015-02-05 17:49:00+00,V21204
620,2015-02-05 17:39:00+00,2015-02-05 17:50:00+00,V20119
591,2015-02-05 17:39:00+00,2015-02-05 17:49:00+00,V18051
563,2015-02-05 17:39:00+00,2015-02-05 17:49:00+00,V18039
465,2015-02-05 17:39:00+00,2015-02-05 17:47:00+00,V14552
440,2015-02-05 17:39:00+00,2015-02-05 17:47:00+00,V16456
350,2015-02-05 17:39:00+00,2015-02-05 17:45:00+00,V19021
210,2015-02-05 17:39:00+00,2015-02-05 17:42:00+00,V16666
126,2015-02-05 17:39:00+00,2015-02-05 17:41:00+00,V15093
1744,2015-02-05 17:40:00+00,2015-02-05 18:09:00+00,V16346
1714,2015-02-05 17:40:00+00,2015-02-05 18:09:00+00,V16891
1405,2015-02-05 17:40:00+00,2015-02-05 18:03:00+00,V16131
1074,2015-02-05 17:40:00+00,2015-02-05 17:58:00+00,V15173
846,2015-02-05 17:40:00+00,2015-02-05 17:54:00+00,V14591
764,2015-02-05 17:40:00+00,2015-02-05 17:53:00+00,V14598
757,2015-02-05 17:40:00+00,2015-02-05 17:53:00+00,V21067
566,2015-02-05 17:40:00+00,2015-02-05 17:50:00+00,V20775
441,2015-02-05 17:40:00+00,2015-02-05 17:47:00+00,V18945
385,2015-02-05 17:40:00+00,2015-02-05 17:47:00+00,V18186
319,2015-02-05 17:40:00+00,2015-02-05 17:45:00+00,V15759
218,2015-02-05 17:40:00+00,2015-02-05 17:44:00+00,V21230
178,2015-02-05 17:40:00+00,2015-02-05 17:43:00+00,V20535
167,2015-02-05 17:40:00+00,2015-02-05 17:43:00+00,V21466
608,2015-02-05 17:41:00+00,2015-02-05 17:51:00+00,V19265
1964,2015-02-05 17:41:00+00,2015-02-05 18:13:00+00,V14682
1020,2015-02-05 17:41:00+00,2015-02-05 17:58:00+00,V15323
961,2015-02-05 17:41:00+00,2015-02-05 17:57:00+00,V17781
898,2015-02-05 17:41:00+00,2015-02-05 17:56:00+00,V16765
818,2015-02-05 17:41:00+00,2015-02-05 17:55:00+00,V18605
815,2015-02-05 17:41:00+00,2015-02-05 17:54:00+00,V16511
708,2015-02-05 17:41:00+00,2015-02-05 17:53:00+00,V21607
674,2015-02-05 17:41:00+00,2015-02-05 17:52:00+00,V17091
666,2015-02-05 17:41:00+00,2015-02-05 17:52:00+00,V17784
661,2015-02-05 17:41:00+00,2015-02-05 17:52:00+00,V15753
