trip_duration,pickup_time,dropoff_time,vehicle_id
801,2015-02-01 00:00:00+00,2015-02-01 00:14:00+00,V17131
379,2015-02-01 00:00:00+00,2015-02-01 00:07:00+00,V21289
2474,2015-02-01 00:01:00+00,2015-02-01 00:42:00+00,V18903
818,2015-02-01 00:01:00+00,2015-02-01 00:15:00+00,V21044
544,2015-02-01 00:01:00+00,2015-02-01 00:10:00+00,V19868
717,2015-02-01 00:02:00+00,2015-02-01 00:14:00+00,V15854
1306,2015-02-01 00:04:00+00,2015-02-01 00:26:00+00,V15173
913,2015-02-01 00:04:00+00,2015-02-01 00:19:00+00,V17862
759,2015-02-01 00:04:00+00,2015-02-01 00:17:00+00,V21183
585,2015-02-01 00:05:00+00,2015-02-01 00:15:00+00,V14843
581,2015-02-01 00:05:00+00,2015-02-01 00:15:00+00,V16936
204,2015-02-01 00:05:00+00,2015-02-01 00:08:00+00,V21507
1169,2015-02-01 00:07:00+00,2015-02-01 00:27:00+00,V17456
419,2015-02-01 00:07:00+00,2015-02-01 00:14:00+00,V14679
527,2015-02-01 00:09:00+00,2015-02-01 00:17:00+00,V18978
1013,2015-02-01 00:10:00+00,2015-02-01 00:27:00+00,V16496
587,2015-02-01 00:13:00+00,2015-02-01 00:23:00+00,V17107
525,2015-02-01 00:13:00+00,2015-02-01 00:22:00+00,V16984
670,2015-02-01 00:14:00+00,2015-02-01 00:26:00+00,V15997
711,2015-02-01 00:15:00+00,2015-02-01 00:27:00+00,V21516
1559,2015-02-01 00:16:00+00,2015-02-01 00:42:00+00,V15815
683,2015-02-01 00:16:00+00,2015-02-01 00:27:00+00,V18727
522,2015-02-01 00:16:00+00,2015-02-01 00:24:00+00,V14982
389,2015-02-01 00:16:00+00,2015-02-01 00:23:00+00,V16391
276,2015-02-01 00:16:00+00,2015-02-01 00:21:00+00,V15947
907,2015-02-01 00:17:00+00,2015-02-01 00:32:00+00,V16917
946,2015-02-01 00:18:00+00,2015-02-01 00:33:00+00,V15924
144,2015-02-01 00:18:00+00,2015-02-01 00:21:00+00,V21321
257,2015-02-01 00:19:00+00,2015-02-01 00:23:00+00,V16861
602,2015-02-01 00:20:00+00,2015-02-01 00:30:00+00,V21289
764,2015-02-01 00:21:00+00,2015-02-01 00:33:00+00,V16780
733,2015-02-01 00:21:00+00,2015-02-01 00:34:00+00,V17341
559,2015-02-01 00:22:00+00,2015-02-01 00:31:00+00,V16983
159,2015-02-01 00:22:00+00,2015-02-01 00:25:00+00,V14958
977,2015-02-01 00:23:00+00,2015-02-01 00:39:00+00,V15706
529,2015-02-01 00:23:00+00,2015-02-01 00:32:00+00,V14884
522,2015-02-01 00:23:00+00,2015-02-01 00:32:00+00,V21400
506,2015-02-01 00:23:00+00,2015-02-01 00:32:00+00,V19936
345,2015-02-01 00:23:00+00,2015-02-01 00:29:00+00,V17105
285,2015-02-01 00:23:00+00,2015-02-01 00:28:00+00,V19261
657,2015-02-01 00:24:00+00,2015-02-01 00:35:00+00,V20732
505,2015-02-01 00:24:00+00,2015-02-01 00:32:00+00,V19766
259,2015-02-01 00:24:00+00,2015-02-01 00:28:00+00,V16196
281,2015-02-01 00:26:00+00,2015-02-01 00:31:00+00,V17627
548,2015-02-01 00:28:00+00,2015-02-01 00:37:00+00,V16731
511,2015-02-01 00:30:00+00,2015-02-01 00:38:00+00,V17505
265,2015-02-01 00:30:00+00,2015-02-01 00:35:00+00,V18324
1095,2015-02-01 00:31:00+00,2015-02-01 00:49:00+00,V18474
709,2015-02-01 00:32:00+00,2015-02-01 00:44:00+00,V19705
443,2015-02-01 00:32:00+00,2015-02-01 00:39:00+00,V15525
426,2015-02-01 00:32:00+00,2015-02-01 00:39:00+00,V20142
251,2015-02-01 00:32:00+00,2015-02-01 00:36:00+00,V15196
1101,2015-02-01 00:34:00+00,2015-02-01 00:52:00+00,V14663
748,2015-02-01 00:35:00+00,2015-02-01 00:48:00+00,V17299
301,2015-02-01 00:35:00+00,2015-02-01 00:40:00+00,V19756
541,2015-02-01 00:36:00+00,2015-02-01 00:45:00+00,V21592
502,2015-02-01 00:36:00+00,2015-02-01 00:44:00+00,V19244
428,2015-02-01 00:36:00+00,2015-02-01 00:43:00+00,V17886
437,2015-02-01 00:38:00+00,2015-02-01 00:46:00+00,V17109
863,2015-02-01 00:40:00+00,2015-02-01 00:54:00+00,20150
716,2015-02-01 00:40:00+00,2015-02-01 00:52:00+00,V17289
293,2015-02-01 00:41:00+00,2015-02-01 00:46:00+00,V18252
829,2015-02-01 00:42:00+00,2015-02-01 00:56:00+00,V19570
815,2015-02-01 00:42:00+00,2015-02-01 00:56:00+00,V14924
504,2015-02-01 00:42:00+00,2015-02-01 00:51:00+00,V21115
247,2015-02-01 00:42:00+00,2015-02-01 00:46:00+00,V20220
918,2015-02-01 00:44:00+00,2015-02-01 00:59:00+00,V18410
1278,2015-02-01 00:46:00+00,2015-02-01 01:07:00+00,V20530
442,2015-02-01 00:47:00+00,2015-02-01 00:55:00+00,V18232
506,2015-02-01 00:48:00+00,2015-02-01 00:56:00+00,V18762
262,2015-02-01 00:48:00+00,2015-02-01 00:52:00+00,V19687
679,2015-02-01 00:49:00+00,2015-02-01 01:00:00+00,V15667
327,2015-02-01 00:49:00+00,2015-02-01 00:55:00+00,V14561
837,2015-02-01 00:50:00+00,2015-02-01 01:04:00+00,V16301
511,2015-02-01 00:50:00+00,2015-02-01 00:59:00+00,V20792
489,2015-02-01 00:50:00+00,2015-02-01 00:58:00+00,V17416
405,2015-02-01 00:50:00+00,2015-02-01 00:57:00+00,V17933
35251,2015-02-01 00:52:00+00,2015-02-01 10:40:00+00,V14691
441,2015-02-01 00:52:00+00,2015-02-01 00:59:00+00,V17783
267,2015-02-01 00:52:00+00,2015-02-01 00:57:00+00,V20570
665,2015-02-01 00:53:00+00,2015-02-01 01:04:00+00,V18344
89,2015-02-01 00:53:00+00,2015-02-01 00:55:00+00,V14677
388,2015-02-01 00:54:00+00,2015-02-01 01:00:00+00,V16260
308,2015-02-01 00:54:00+00,2015-02-01 01:00:00+00,V18485
2812,2015-02-01 00:55:00+00,2015-02-01 01:42:00+00,V17661
1209,2015-02-01 00:56:00+00,2015-02-01 01:16:00+00,V16118
671,2015-02-01 00:58:00+00,2015-02-01 01:09:00+00,V14706
171,2015-02-01 00:58:00+00,2015-02-01 01:00:00+00,V16091
245,2015-02-01 01:03:00+00,2015-02-01 01:07:00+00,V20142
384,2015-02-01 01:04:00+00,2015-02-01 01:10:00+00,V20684
370,2015-02-01 01:10:00+00,2015-02-01 01:16:00+00,V15792
447,2015-02-01 01:11:00+00,2015-02-01 01:19:00+00,V15185
731,2015-02-01 01:11:00+00,2015-02-01 01:23:00+00,V19506
275,2015-02-01 01:11:00+00,2015-02-01 01:16:00+00,V15327
998,2015-02-01 01:12:00+00,2015-02-01 01:29:00+00,V15552
551,2015-02-01 01:13:00+00,2015-02-01 01:22:00+00,V17994
398,2015-02-01 01:13:00+00,2015-02-01 01:19:00+00,V16235
340,2015-02-01 01:13:00+00,2015-02-01 01:19:00+00,V20740
234,2015-02-01 01:13:00+00,2015-02-01 01:17:00+00,V15173
459,2015-02-01 01:15:00+00,2015-02-01 01:23:00+00,V20333
164,2015-02-01 01:15:00+00,2015-02-01 01:17:00+00,V19040
262,2015-02-01 01:17:00+00,2015-02-01 01:22:00+00,V16254
680,2015-02-01 01:20:00+00,2015-02-01 01:32:00+00,V19445
1757,2015-02-01 01:22:00+00,2015-02-01 01:51:00+00,V18487
1217,2015-02-01 01:22:00+00,2015-02-01 01:43:00+00,V15676
270,2015-02-01 01:22:00+00,2015-02-01 01:27:00+00,V19269
1090,2015-02-01 01:23:00+00,2015-02-01 01:42:00+00,V19718
177,2015-02-01 01:23:00+00,2015-02-01 01:26:00+00,V20638
1032,2015-02-01 01:24:00+00,2015-02-01 01:42:00+00,V20286
323,2015-02-01 01:28:00+00,2015-02-01 01:33:00+00,V17783
570,2015-02-01 01:29:00+00,2015-02-01 01:38:00+00,V18620
155,2015-02-01 01:29:00+00,2015-02-01 01:31:00+00,V21046
419,2015-02-01 01:30:00+00,2015-02-01 01:37:00+00,V17817
114,2015-02-01 01:30:00+00,2015-02-01 01:32:00+00,V20117
628,2015-02-01 01:31:00+00,2015-02-01 01:42:00+00,V18929
343,2015-02-01 01:31:00+00,2015-02-01 01:37:00+00,V14707
315,2015-02-01 01:31:00+00,2015-02-01 01:36:00+00,V19358
762,2015-02-01 01:33:00+00,2015-02-01 01:46:00+00,V18667
362,2015-02-01 01:33:00+00,2015-02-01 01:39:00+00,V17754
870,2015-02-01 01:34:00+00,2015-02-01 01:48:00+00,V18881
852,2015-02-01 01:35:00+00,2015-02-01 01:49:00+00,V20260
692,2015-02-01 01:35:00+00,2015-02-01 01:47:00+00,V20322
817,2015-02-01 01:37:00+00,2015-02-01 01:51:00+00,V16235
469,2015-02-01 01:37:00+00,2015-02-01 01:45:00+00,V16528
916,2015-02-01 01:38:00+00,2015-02-01 01:54:00+00,V20381
553,2015-02-01 01:38:00+00,2015-02-01 01:48:00+00,V16810
404,2015-02-01 01:38:00+00,2015-02-01 01:45:00+00,V21462
803,2015-02-01 01:39:00+00,2015-02-01 01:52:00+00,V15391
676,2015-02-01 01:41:00+00,2015-02-01 01:52:00+00,V18198
450,2015-02-01 01:41:00+00,2015-02-01 01:48:00+00,V20015
261,2015-02-01 01:41:00+00,2015-02-01 01:46:00+00,V16455
181,2015-02-01 01:41:00+00,2015-02-01 01:44:00+00,V19837
365,2015-02-01 01:42:00+00,2015-02-01 01:48:00+00,V17661
1377,2015-02-01 01:44:00+00,2015-02-01 02:07:00+00,V15230
1138,2015-02-01 01:45:00+00,2015-02-01 02:04:00+00,V19834
776,2015-02-01 01:45:00+00,2015-02-01 01:58:00+00,V16863
1270,2015-02-01 01:46:00+00,2015-02-01 02:08:00+00,V18853
1504,2015-02-01 01:50:00+00,2015-02-01 02:15:00+00,V15782
273,2015-02-01 01:51:00+00,2015-02-01 01:56:00+00,V20929
208,2015-02-01 01:52:00+00,2015-02-01 01:55:00+00,V17886
1122,2015-02-01 01:54:00+00,2015-02-01 02:13:00+00,V14833
428,2015-02-01 01:54:00+00,2015-02-01 02:02:00+00,V21462
221,2015-02-01 01:55:00+00,2015-02-01 01:59:00+00,V15713
1790,2015-02-01 01:57:00+00,2015-02-01 02:27:00+00,V18051
999,2015-02-01 01:58:00+00,2015-02-01 02:14:00+00,V17365
651,2015-02-01 02:06:00+00,2015-02-01 02:17:00+00,V14878
477,2015-02-01 02:07:00+00,2015-02-01 02:15:00+00,V14769
1490,2015-02-01 02:12:00+00,2015-02-01 02:37:00+00,V17661
859,2015-02-01 02:12:00+00,2015-02-01 02:26:00+00,V19513
667,2015-02-01 02:12:00+00,2015-02-01 02:23:00+00,V17122
505,2015-02-01 02:13:00+00,2015-02-01 02:21:00+00,V15586
565,2015-02-01 02:14:00+00,2015-02-01 02:23:00+00,V18872
505,2015-02-01 02:14:00+00,2015-02-01 02:22:00+00,V14712
290,2015-02-01 02:14:00+00,2015-02-01 02:19:00+00,V17925
1457,2015-02-01 02:16:00+00,2015-02-01 02:40:00+00,V19794
489,2015-02-01 02:16:00+00,2015-02-01 02:24:00+00,V18984
1281,2015-02-01 02:19:00+00,2015-02-01 02:40:00+00,V19834
206,2015-02-01 02:19:00+00,2015-02-01 02:22:00+00,V18043
497,2015-02-01 02:21:00+00,2015-02-01 02:29:00+00,V18299
290,2015-02-01 02:22:00+00,2015-02-01 02:27:00+00,V21117
169,2015-02-01 02:22:00+00,2015-02-01 02:25:00+00,V18100
264,2015-02-01 02:23:00+00,2015-02-01 02:28:00+00,V20353
763,2015-02-01 02:25:00+00,2015-02-01 02:38:00+00,V21554
231,2015-02-01 02:28:00+00,2015-02-01 02:32:00+00,V20353
224,2015-02-01 02:28:00+00,2015-02-01 02:32:00+00,V15715
521,2015-02-01 02:29:00+00,2015-02-01 02:38:00+00,V15023
350,2015-02-01 02:33:00+00,2015-02-01 02:39:00+00,V20191
417,2015-02-01 02:39:00+00,2015-02-01 02:46:00+00,V18130
151,2015-02-01 02:40:00+00,2015-02-01 02:42:00+00,V19545
1859,2015-02-01 02:41:00+00,2015-02-01 03:12:00+00,V19834
413,2015-02-01 02:41:00+00,2015-02-01 02:48:00+00,V17968
473,2015-02-01 02:45:00+00,2015-02-01 02:53:00+00,V19473
783,2015-02-01 02:46:00+00,2015-02-01 02:59:00+00,V17606
310,2015-02-01 02:48:00+00,2015-02-01 02:53:00+00,V20011
400,2015-02-01 02:49:00+00,2015-02-01 02:56:00+00,V20910
198,2015-02-01 02:51:00+00,2015-02-01 02:54:00+00,V19705
561,2015-02-01 02:52:00+00,2015-02-01 03:01:00+00,V17010
413,2015-02-01 02:57:00+00,2015-02-01 03:03:00+00,V16235
668,2015-02-01 03:00:00+00,2015-02-01 03:11:00+00,V17881
788,2015-02-01 03:05:00+00,2015-02-01 03:18:00+00,V16202
355,2015-02-01 03:05:00+00,2015-02-01 03:11:00+00,V14589
469,2015-02-01 03:06:00+00,2015-02-01 03:14:00+00,V14937
251,2015-02-01 03:11:00+00,2015-02-01 03:16:00+00,V16301
422,2015-02-01 03:19:00+00,2015-02-01 03:26:00+00,V14837
383,2015-02-01 03:21:00+00,2015-02-01 03:27:00+00,V14631
145,2015-02-01 03:23:00+00,2015-02-01 03:25:00+00,V18287
974,2015-02-01 03:26:00+00,2015-02-01 03:43:00+00,V14574
167,2015-02-01 03:26:00+00,2015-02-01 03:29:00+00,V16436
738,2015-02-01 03:28:00+00,2015-02-01 03:41:00+00,V18573
398,2015-02-01 03:28:00+00,2015-02-01 03:35:00+00,V19040
148,2015-02-01 03:29:00+00,2015-02-01 03:32:00+00,V20727
585,2015-02-01 03:32:00+00,2015-02-01 03:41:00+00,V21046
366,2015-02-01 03:33:00+00,2015-02-01 03:39:00+00,V17284
401,2015-02-01 03:39:00+00,2015-02-01 03:46:00+00,V20358
232,2015-02-01 03:41:00+00,2015-02-01 03:44:00+00,V17751
412,2015-02-01 03:42:00+00,2015-02-01 03:49:00+00,V15185
445,2015-02-01 03:44:00+00,2015-02-01 03:52:00+00,V18968
861,2015-02-01 03:45:00+00,2015-02-01 04:00:00+00,V17927
339,2015-02-01 03:47:00+00,2015-02-01 03:53:00+00,V17389
1500,2015-02-01 03:57:00+00,2015-02-01 04:22:00+00,V18662
241,2015-02-01 03:57:00+00,2015-02-01 04:01:00+00,V15290
469,2015-02-01 04:03:00+00,2015-02-01 04:11:00+00,V18209
546,2015-02-01 04:04:00+00,2015-02-01 04:13:00+00,V15420
847,2015-02-01 04:06:00+00,2015-02-01 04:20:00+00,V20239
235,2015-02-01 04:07:00+00,2015-02-01 04:11:00+00,V19756
397,2015-02-01 04:09:00+00,2015-02-01 04:16:00+00,V20702
135,2015-02-01 04:09:00+00,2015-02-01 04:11:00+00,V18336
254,2015-02-01 04:11:00+00,2015-02-01 04:15:00+00,V20621
588,2015-02-01 04:20:00+00,2015-02-01 04:30:00+00,V15691
136,2015-02-01 04:22:00+00,2015-02-01 04:25:00+00,V18487
313,2015-02-01 04:35:00+00,2015-02-01 04:40:00+00,V17474
303,2015-02-01 04:44:00+00,2015-02-01 04:49:00+00,V14629
413,2015-02-01 04:52:00+00,2015-02-01 04:59:00+00,V19067
1023,2015-02-01 04:54:00+00,2015-02-01 05:11:00+00,V19780
399,2015-02-01 04:55:00+00,2015-02-01 05:02:00+00,V16951
733,2015-02-01 05:01:00+00,2015-02-01 05:13:00+00,V14705
1467,2015-02-01 05:10:00+00,2015-02-01 05:34:00+00,V15049
362,2015-02-01 05:10:00+00,2015-02-01 05:16:00+00,V17299
235,2015-02-01 05:15:00+00,2015-02-01 05:19:00+00,V17505
358,2015-02-01 05:24:00+00,2015-02-01 05:30:00+00,V17252
487,2015-02-01 05:28:00+00,2015-02-01 05:36:00+00,V21506
149,2015-02-01 05:29:00+00,2015-02-01 05:32:00+00,V18958
713,2015-02-01 05:35:00+00,2015-02-01 05:47:00+00,V15049
723,2015-02-01 05:40:00+00,2015-02-01 05:52:00+00,V17965
351,2015-02-01 05:42:00+00,2015-02-01 05:48:00+00,V15196
247,2015-02-01 05:43:00+00,2015-02-01 05:47:00+00,V14982
755,2015-02-01 05:45:00+00,2015-02-01 05:58:00+00,V21554
440,2015-02-01 05:58:00+00,2015-02-01 06:06:00+00,V16571
259,2015-02-01 05:59:00+00,2015-02-01 06:04:00+00,V21671
630,2015-02-01 06:02:00+00,2015-02-01 06:13:00+00,V16971
760,2015-02-01 06:07:00+00,2015-02-01 06:20:00+00,V18093
495,2015-02-01 06:08:00+00,2015-02-01 06:17:00+00,V18485
1015,2015-02-01 06:09:00+00,2015-02-01 06:26:00+00,V19287
1615,2015-02-01 06:10:00+00,2015-02-01 06:37:00+00,V15676
1003,2015-02-01 06:13:00+00,2015-02-01 06:29:00+00,V19040
648,2015-02-01 06:14:00+00,2015-02-01 06:25:00+00,V15282
575,2015-02-01 06:20:00+00,2015-02-01 06:30:00+00,V17817
149,2015-02-01 06:32:00+00,2015-02-01 06:34:00+00,V20530
200,2015-02-01 06:33:00+00,2015-02-01 06:37:00+00,V15253
730,2015-02-01 06:37:00+00,2015-02-01 06:49:00+00,V21601
1264,2015-02-01 06:42:00+00,2015-02-01 07:03:00+00,V14720
697,2015-02-01 06:42:00+00,2015-02-01 06:54:00+00,V16920
532,2015-02-01 06:42:00+00,2015-02-01 06:51:00+00,V15722
519,2015-02-01 06:42:00+00,2015-02-01 06:51:00+00,V18249
398,2015-02-01 06:42:00+00,2015-02-01 06:49:00+00,V17122
554,2015-02-01 06:43:00+00,2015-02-01 06:52:00+00,V19253
672,2015-02-01 06:44:00+00,2015-02-01 06:56:00+00,V16118
377,2015-02-01 06:45:00+00,2015-02-01 06:51:00+00,V19756
230,2015-02-01 06:45:00+00,2015-02-01 06:49:00+00,V17751
788,2015-02-01 06:54:00+00,2015-02-01 07:07:00+00,V20160
606,2015-02-01 06:56:00+00,2015-02-01 07:06:00+00,V20252
281,2015-02-01 06:56:00+00,2015-02-01 07:01:00+00,V16606
117,2015-02-01 06:58:00+00,2015-02-01 06:59:00+00,V15327
953,2015-02-01 06:59:00+00,2015-02-01 07:15:00+00,V19268
750,2015-02-01 06:59:00+00,2015-02-01 07:11:00+00,V19823
2328,2015-02-01 07:01:00+00,2015-02-01 07:40:00+00,V20342
1520,2015-02-01 07:01:00+00,2015-02-01 07:27:00+00,V18342
185,2015-02-01 07:03:00+00,2015-02-01 07:07:00+00,V20880
563,2015-02-01 07:05:00+00,2015-02-01 07:14:00+00,V19736
275,2015-02-01 07:05:00+00,2015-02-01 07:10:00+00,V18200
629,2015-02-01 07:12:00+00,2015-02-01 07:23:00+00,V21355
1002,2015-02-01 07:14:00+00,2015-02-01 07:31:00+00,V16455
374,2015-02-01 07:16:00+00,2015-02-01 07:23:00+00,V16097
703,2015-02-01 07:21:00+00,2015-02-01 07:33:00+00,V16951
539,2015-02-01 07:21:00+00,2015-02-01 07:30:00+00,V17421
357,2015-02-01 07:21:00+00,2015-02-01 07:27:00+00,V15977
469,2015-02-01 07:24:00+00,2015-02-01 07:31:00+00,V20191
458,2015-02-01 07:25:00+00,2015-02-01 07:32:00+00,V17299
1402,2015-02-01 07:27:00+00,2015-02-01 07:51:00+00,V19762
1045,2015-02-01 07:28:00+00,2015-02-01 07:46:00+00,V19186
1111,2015-02-01 07:31:00+00,2015-02-01 07:49:00+00,V20864
525,2015-02-01 07:31:00+00,2015-02-01 07:40:00+00,V20180
916,2015-02-01 07:32:00+00,2015-02-01 07:47:00+00,V20325
723,2015-02-01 07:32:00+00,2015-02-01 07:44:00+00,V16068
166,2015-02-01 07:32:00+00,2015-02-01 07:35:00+00,V20160
558,2015-02-01 07:33:00+00,2015-02-01 07:43:00+00,V18929
152,2015-02-01 07:37:00+00,2015-02-01 07:40:00+00,V20160
156,2015-02-01 07:38:00+00,2015-02-01 07:41:00+00,V14958
850,2015-02-01 07:40:00+00,2015-02-01 07:54:00+00,V16071
248,2015-02-01 07:40:00+00,2015-02-01 07:44:00+00,V18805
175,2015-02-01 07:40:00+00,2015-02-01 07:43:00+00,V21601
641,2015-02-01 07:41:00+00,2015-02-01 07:52:00+00,V17304
738,2015-02-01 07:42:00+00,2015-02-01 07:54:00+00,V17456
572,2015-02-01 07:43:00+00,2015-02-01 07:53:00+00,V15319
471,2015-02-01 07:43:00+00,2015-02-01 07:51:00+00,V18131
682,2015-02-01 07:45:00+00,2015-02-01 07:56:00+00,V15327
513,2015-02-01 07:45:00+00,2015-02-01 07:53:00+00,V19575
330,2015-02-01 07:45:00+00,2015-02-01 07:50:00+00,V19377
1142,2015-02-01 07:47:00+00,2015-02-01 08:06:00+00,V15140
302,2015-02-01 07:47:00+00,2015-02-01 07:52:00+00,V16803
263,2015-02-01 07:47:00+00,2015-02-01 07:52:00+00,V18125
437,2015-02-01 07:49:00+00,2015-02-01 07:57:00+00,V20501
301,2015-02-01 07:49:00+00,2015-02-01 07:54:00+00,V19484
5090,2015-02-01 07:50:00+00,2015-02-01 09:15:00+00,V15905
310,2015-02-01 07:50:00+00,2015-02-01 07:55:00+00,V16477
272,2015-02-01 07:50:00+00,2015-02-01 07:55:00+00,V16833
759,2015-02-01 07:52:00+00,2015-02-01 08:05:00+00,V14679
337,2015-02-01 07:52:00+00,2015-02-01 07:58:00+00,V19732
405,2015-02-01 07:53:00+00,2015-02-01 08:00:00+00,V19047
450,2015-02-01 07:54:00+00,2015-02-01 08:01:00+00,V20621
551,2015-02-01 07:55:00+00,2015-02-01 08:05:00+00,V19067
936,2015-02-01 07:56:00+00,2015-02-01 08:12:00+00,V17965
231,2015-02-01 07:56:00+00,2015-02-01 08:00:00+00,V15618
264,2015-02-01 07:57:00+00,2015-02-01 08:01:00+00,V16349
1005,2015-02-01 07:58:00+00,2015-02-01 08:14:00+00,V17530
863,2015-02-01 07:59:00+00,2015-02-01 08:14:00+00,V16539
322,2015-02-01 07:59:00+00,2015-02-01 08:04:00+00,V17862
7903,2015-02-01 08:00:00+00,2015-02-01 10:12:00+00,V20860
652,2015-02-01 08:00:00+00,2015-02-01 08:11:00+00,V14921
593,2015-02-01 08:01:00+00,2015-02-01 08:11:00+00,V17477
642,2015-02-01 08:02:00+00,2015-02-01 08:13:00+00,V17263
640,2015-02-01 08:02:00+00,2015-02-01 08:13:00+00,V15477
446,2015-02-01 08:03:00+00,2015-02-01 08:10:00+00,V14560
703,2015-02-01 08:04:00+00,2015-02-01 08:15:00+00,V17448
742,2015-02-01 08:05:00+00,2015-02-01 08:17:00+00,V20015
422,2015-02-01 08:05:00+00,2015-02-01 08:12:00+00,V17107
420,2015-02-01 08:06:00+00,2015-02-01 08:13:00+00,V21364
89,2015-02-01 08:07:00+00,2015-02-01 08:09:00+00,V18404
1208,2015-02-01 08:08:00+00,2015-02-01 08:28:00+00,V18761
418,2015-02-01 08:08:00+00,2015-02-01 08:15:00+00,V15969
190,2015-02-01 08:08:00+00,2015-02-01 08:12:00+00,V20002
376,2015-02-01 08:09:00+00,2015-02-01 08:15:00+00,V17180
326,2015-02-01 08:09:00+00,2015-02-01 08:14:00+00,V19220
236,2015-02-01 08:09:00+00,2015-02-01 08:13:00+00,V20600
147,2015-02-01 08:09:00+00,2015-02-01 08:12:00+00,V16303
163,2015-02-01 08:10:00+00,2015-02-01 08:13:00+00,V17284
646,2015-02-01 08:11:00+00,2015-02-01 08:21:00+00,V20973
785,2015-02-01 08:12:00+00,2015-02-01 08:25:00+00,V15805
676,2015-02-01 08:12:00+00,2015-02-01 08:23:00+00,V18249
343,2015-02-01 08:12:00+00,2015-02-01 08:17:00+00,V18288
332,2015-02-01 08:12:00+00,2015-02-01 08:18:00+00,V20998
326,2015-02-01 08:12:00+00,2015-02-01 08:18:00+00,V16970
166,2015-02-01 08:12:00+00,2015-02-01 08:15:00+00,V21592
354,2015-02-01 08:13:00+00,2015-02-01 08:18:00+00,V17643
265,2015-02-01 08:13:00+00,2015-02-01 08:18:00+00,V21414
185,2015-02-01 08:13:00+00,2015-02-01 08:17:00+00,V16289
178,2015-02-01 08:13:00+00,2015-02-01 08:16:00+00,V19791
543,2015-02-01 08:14:00+00,2015-02-01 08:23:00+00,V19545
364,2015-02-01 08:14:00+00,2015-02-01 08:20:00+00,V18772
334,2015-02-01 08:14:00+00,2015-02-01 08:19:00+00,V17300
367,2015-02-01 08:16:00+00,2015-02-01 08:22:00+00,V16265
322,2015-02-01 08:16:00+00,2015-02-01 08:21:00+00,V20565
517,2015-02-01 08:17:00+00,2015-02-01 08:26:00+00,V17212
457,2015-02-01 08:17:00+00,2015-02-01 08:24:00+00,V20002
142,2015-02-01 08:17:00+00,2015-02-01 08:19:00+00,V17131
492,2015-02-01 08:19:00+00,2015-02-01 08:28:00+00,V17862
1032,2015-02-01 08:20:00+00,2015-02-01 08:37:00+00,V16123
411,2015-02-01 08:20:00+00,2015-02-01 08:27:00+00,V15946
319,2015-02-01 08:20:00+00,2015-02-01 08:25:00+00,V19484
263,2015-02-01 08:20:00+00,2015-02-01 08:24:00+00,V14929
254,2015-02-01 08:20:00+00,2015-02-01 08:24:00+00,V19133
446,2015-02-01 08:21:00+00,2015-02-01 08:28:00+00,V18791
418,2015-02-01 08:21:00+00,2015-02-01 08:28:00+00,V17803
233,2015-02-01 08:21:00+00,2015-02-01 08:25:00+00,V18125
1075,2015-02-01 08:22:00+00,2015-02-01 08:40:00+00,V19097
267,2015-02-01 08:22:00+00,2015-02-01 08:26:00+00,V21002
466,2015-02-01 08:23:00+00,2015-02-01 08:30:00+00,V19068
452,2015-02-01 08:23:00+00,2015-02-01 08:31:00+00,V19478
363,2015-02-01 08:24:00+00,2015-02-01 08:30:00+00,V16176
278,2015-02-01 08:24:00+00,2015-02-01 08:29:00+00,V20015
179,2015-02-01 08:24:00+00,2015-02-01 08:27:00+00,V15247
960,2015-02-01 08:25:00+00,2015-02-01 08:41:00+00,V14726
174,2015-02-01 08:25:00+00,2015-02-01 08:28:00+00,V16571
629,2015-02-01 08:26:00+00,2015-02-01 08:36:00+00,V21592
189,2015-02-01 08:26:00+00,2015-02-01 08:29:00+00,V16190
327,2015-02-01 08:27:00+00,2015-02-01 08:33:00+00,V18845
289,2015-02-01 08:27:00+00,2015-02-01 08:32:00+00,V17920
575,2015-02-01 08:28:00+00,2015-02-01 08:38:00+00,V19705
449,2015-02-01 08:28:00+00,2015-02-01 08:36:00+00,V19803
330,2015-02-01 08:28:00+00,2015-02-01 08:34:00+00,V20245
319,2015-02-01 08:28:00+00,2015-02-01 08:33:00+00,V18742
303,2015-02-01 08:28:00+00,2015-02-01 08:33:00+00,V17292
193,2015-02-01 08:28:00+00,2015-02-01 08:31:00+00,V20339
832,2015-02-01 08:29:00+00,2015-02-01 08:42:00+00,V21456
466,2015-02-01 08:30:00+00,2015-02-01 08:38:00+00,V19881
8376,2015-02-01 08:32:00+00,2015-02-01 10:52:00+00,V16292
1113,2015-02-01 08:32:00+00,2015-02-01 08:51:00+00,V18336
530,2015-02-01 08:32:00+00,2015-02-01 08:41:00+00,V19736
359,2015-02-01 08:32:00+00,2015-02-01 08:38:00+00,V18210
201,2015-02-01 08:32:00+00,2015-02-01 08:36:00+00,V16574
1595,2015-02-01 08:33:00+00,2015-02-01 09:00:00+00,V20732
308,2015-02-01 08:33:00+00,2015-02-01 08:38:00+00,V15946
213,2015-02-01 08:33:00+00,2015-02-01 08:37:00+00,V16585
333,2015-02-01 08:34:00+00,2015-02-01 08:40:00+00,V19220
173,2015-02-01 08:34:00+00,2015-02-01 08:37:00+00,V18404
132,2015-02-01 08:37:00+00,2015-02-01 08:39:00+00,V16539
